patric_id						KO					COG	COG_function
fig|31899.10.peg.943|SAMN05216182_0774	521460.Athe_0513	1.20E-69	225	YAAQ				bactNOG[38]	"05X0R@bactNOG,0EU9W@cloNOG,0NJH5@firmNOG,COG3870@NOG"	05X0R|9.03611895764e-44|151.10508728	S	protein from nitrogen regulatory protein P-II
fig|31899.10.peg.944|SAMN05216182_0775	521460.Athe_0514	2.10E-93	302.1	YAAR		K09770		bactNOG[38]	"05XVJ@bactNOG,0EVD1@cloNOG,0NP8Y@firmNOG,COG1728@NOG"	05XVJ|5.302600206e-39|136.452514648	S	Protein of unknown function (DUF327)
fig|31899.10.peg.945|SAMN05216182_0776	521460.Athe_0515	2.90E-212	696.7	HOLB		K02341		bactNOG[38]	"08HGN@bactNOG,0F6UX@cloNOG,0P5WS@firmNOG,COG2812@NOG"	08HGN|1.31427009195e-90|307.457489014	L	DNA polymerase iii
fig|31899.10.peg.946|SAMN05216182_0777	521460.Athe_0516	1.50E-196	646.3	YAAT	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"			bactNOG[38]	"05MA4@bactNOG,0ENRA@cloNOG,0NDYE@firmNOG,COG1774@NOG"	05MA4|3.13976270627e-126|424.837310791	S	psp1 domain protein
fig|31899.10.peg.947|SAMN05216182_0778	521460.Athe_0517	2.10E-256	843.2	RMUC		K09760		bactNOG[38]	"07QSV@bactNOG,0EP6W@cloNOG,0NDMD@firmNOG,COG1322@NOG"	07QSV|6.38974056018e-145|486.332336426	S	RmuC domain protein
fig|31899.10.peg.949|SAMN05216182_0779	521460.Athe_0518	0	1077.9			K12910	CS	bactNOG[38]	"07SDT@bactNOG,0EP3D@cloNOG,0NEQ0@firmNOG,COG0119@NOG"	07SDT|4.8794960654e-200|667.855895996	E	Homocitrate synthase
fig|31899.10.peg.950|SAMN05216182_0780	521460.Athe_0519	5.90E-76	241.1					bactNOG[38]	"069MU@bactNOG,0EXYD@cloNOG,0NS1I@firmNOG,0XYP0@NOG"	069MU|8.44345878598e-62|208.661697388	S	NA
fig|31899.10.peg.951|SAMN05216182_0781	521460.Athe_0520	1.70E-155	504					bactNOG[38]	"0677C@bactNOG,0EY5K@cloNOG,0NSGG@firmNOG,1226P@NOG"	0677C|8.45993831337e-120|401.004333496	S	Nucleotidyl transferase of unknown function (DUF1814)
fig|31899.10.peg.952|SAMN05216182_0782	521460.Athe_0092	1.00E-60	196.4	ATHE_0092				bactNOG[38]	"08K9K@bactNOG,0ES28@cloNOG,0NEZ1@firmNOG,0XRR3@NOG"	08K9K|1.1858822578e-27|99.8096160889	S	Uncharacterised protein family (UPF0236)
fig|31899.10.peg.954|SAMN05216182_0784	521460.Athe_0523	2.00E-254	836.9	LIVJ		"K01999,K11959"		bactNOG[38]	"05CP9@bactNOG,0EP4E@cloNOG,0NEC7@firmNOG,COG0683@NOG"	0NEC7|3.79703317824e-143|479.841186523	E	amino acid abc
fig|31899.10.peg.955|SAMN05216182_0785	521460.Athe_0524	0	1447.5	THRS		K01681	"ACONT,ACONTa,ACONTb,MICITDr"	bactNOG[38]	"08I0Z@bactNOG,0F6YS@cloNOG,0P62U@firmNOG,COG1048@NOG"	08I0Z|3.16543701895e-218|723.357299805	C	Aconitate hydratase
fig|31899.10.peg.956|SAMN05216182_0786	521460.Athe_0525	2.80E-220	726.9	ICD		"K00030,K00031,K00052"	ICDHx	bactNOG[38]	"05C0C@bactNOG,0ENXJ@cloNOG,0NDG8@firmNOG,COG0473@NOG"	05C0C|1.11503076791e-165|556.595947266	E	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity)
fig|31899.10.peg.957|SAMN05216182_0787	521460.Athe_0526	5.80E-150	491.8					bactNOG[38]	"05DRR@bactNOG,0ERZ6@cloNOG,0NEA8@firmNOG,COG1802@NOG"	05DRR|1.27934584969e-75|257.814056396	K	"Transcriptional regulator, GntR family"
fig|31899.10.peg.958|SAMN05216182_0788	521460.Athe_0527	0	1660.6		"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K01919,K03802"		bactNOG[38]	"08FSH@bactNOG,0F6IV@cloNOG,0P5PM@firmNOG,COG1181@NOG"	08FSH|5.80288090858e-255|837.872009277	M	Cyanophycin synthetase
fig|31899.10.peg.959|SAMN05216182_0789	632335.Calkr_1782	6.10E-64	202.7					bactNOG[38]	"05ZEX@bactNOG,0EVZ1@cloNOG,0NNIY@firmNOG,1270S@NOG"	05ZEX|2.35221929457e-35|123.493141174	S	NA
fig|31899.10.peg.961|SAMN05216182_0792	521460.Athe_0530	0	1187.2					bactNOG[38]	"05BZU@bactNOG,0EW4K@cloNOG,0NPJ0@firmNOG,0XNMH@NOG"	0NPJ0|2.76223197372e-68|233.825012207	T	Diguanylate cyclase
fig|31899.10.peg.962|SAMN05216182_0793	521460.Athe_0531	0	1237.4	UDK	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00876	"CYTDK2,URIK1,URIK2,URIK3"	bactNOG[38]	"07RC7@bactNOG,0EPB7@cloNOG,0P2I0@firmNOG,COG0441@NOG,COG0572@NOG"	07RC7|2.13770369538e-236|789.07635498	F	uridine kinase
fig|31899.10.peg.963|SAMN05216182_0794	521460.Athe_0532	5.90E-192	626.4					bactNOG[38]	"063XB@bactNOG,0EW9A@cloNOG,0NPM2@firmNOG,121SK@NOG"	063XB|1.35748261928e-104|352.149475098	S	NA
fig|31899.10.peg.964|SAMN05216182_0795	521460.Athe_0533	0	1246.9					bactNOG[38]	"07QMW@bactNOG,0EP3U@cloNOG,0NDI7@firmNOG,COG0446@NOG"	07QMW|2.25982981487e-229|766.632446289	P	pyridine nucleotide-disulfide oxidoreductase
fig|31899.10.peg.965|SAMN05216182_0796	521460.Athe_0534	3.60E-133	431.5					bactNOG[38]	"08PB5@bactNOG,COG0586@NOG"	08PB5|2.24604367537e-87|294.948425293	S	SNARE associated Golgi
fig|31899.10.peg.966|SAMN05216182_0797	521460.Athe_0535	2.90E-221	726.6	YABE				bactNOG[38]	"069ER@bactNOG,0ERFJ@cloNOG,0NEXU@firmNOG,COG3583@NOG,COG3584@NOG"	069ER|2.00458698035e-88|300.899414062	M	domain protein
fig|31899.10.peg.967|SAMN05216182_0798	521460.Athe_0536	2.00E-211	694.9					bactNOG[38]	"05CKB@bactNOG,0EQ88@cloNOG,0NDTF@firmNOG,COG2152@NOG"	05CKB|1.1631264068e-122|413.676239014	G	glycosidase
fig|31899.10.peg.968|SAMN05216182_0799	521460.Athe_0537	2.30E-224	733.9	MDH		"K00004,K00008,K00121"		bactNOG[38]	"05CPQ@bactNOG,0ENUB@cloNOG,0ND83@firmNOG,COG1063@NOG"	0ENUB|1.09459009164e-130|438.341003418	E	Alcohol dehydrogenase GroES domain protein
fig|31899.10.peg.969|SAMN05216182_0801	521460.Athe_0538	2.40E-191	629.4			"K07700,K07706"		bactNOG[38]	"05CEQ@bactNOG,0EU43@cloNOG,0ND7G@firmNOG,COG3290@NOG"	05CEQ|4.6031586704e-66|225.486343384	T	signal transduction histidine kinase regulating citrate malate metabolism
fig|31899.10.peg.971|SAMN05216182_0803	521460.Athe_0540	4.70E-207	680.2			K01163		bactNOG[38]	"06VXV@bactNOG,0EQ8J@cloNOG,0NI3Q@firmNOG,COG4866@NOG"	06VXV|7.37129338316e-112|378.077026367	S	Conserved Protein
fig|31899.10.peg.972|SAMN05216182_0804	521460.Athe_0541	9.10E-232	758.9			K06331		bactNOG[38]	"08UMU@bactNOG,0ESJF@cloNOG,0NI84@firmNOG,11IEQ@NOG"	08UMU|2.32840525384e-109|368.217559814	M	Spore Coat Protein
fig|31899.10.peg.974|SAMN05216182_0806	521460.Athe_0543	9.80E-230	753.2	COTS		"K06331,K06337"		bactNOG[38]	"08VQ2@bactNOG,0ESH7@cloNOG,0NI5Y@firmNOG,11K5F@NOG"	08VQ2|8.79243738823e-107|359.805358887	M	spore coat protein cots
fig|31899.10.peg.975|SAMN05216182_0807	521460.Athe_0544	6.60E-172	564.3	COAX	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944"	K03525	PNTK	bactNOG[38]	"05CGM@bactNOG,0EP46@cloNOG,0NDCV@firmNOG,COG1521@NOG"	05CGM|2.56569470218e-113|381.397888184	K	"Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis (By similarity)"
fig|31899.10.peg.976|SAMN05216182_0808	521460.Athe_0545	2.00E-64	208.5	YBJQ				bactNOG[38]	"05K8R@bactNOG,0EUE0@cloNOG,0NKRX@firmNOG,COG0393@NOG"	05K8R|3.35658948213e-44|154.370178223	S	UPF0145 protein
fig|31899.10.peg.977|SAMN05216182_0809	320771.Cflav_PD6300	4.10E-175	569.8			K10206		bactNOG[38]	"05CHM@bactNOG,1DHB6@verNOG,COG0436@NOG"	1DHB6|4.17490489055e-198|661.131652832	E	Aminotransferase class I and II
fig|31899.10.peg.978|SAMN05216182_0810	521460.Athe_0547	1.20E-153	500.8					bactNOG[38]	"08TNS@bactNOG,0ES21@cloNOG,0NHRY@firmNOG,COG0348@NOG"	08TNS|1.21876030987e-74|254.522964478	C	4Fe-4S ferredoxin iron-sulfur binding domain protein
fig|31899.10.peg.979|SAMN05216182_0811	521460.Athe_0548	0	1621.6	NRDD		K00527		bactNOG[38]	"05CJD@bactNOG,0ENV4@cloNOG,0NDBH@firmNOG,COG1328@NOG"	05CJD|0.0|1158.57775879	F	(Anaerobic) ribonucleoside-triphosphate reductase
fig|31899.10.peg.983|SAMN05216182_0815	521460.Athe_0551	3.60E-58	183.4					bactNOG[38]	"05XKD@bactNOG,0EWXZ@cloNOG,0NPU9@firmNOG,COG4495@NOG"	05XKD|1.2085925206e-33|119.237251282	S	NA
fig|31899.10.peg.984|SAMN05216182_0816	521460.Athe_0552	1.30E-215	708	GLCK		K00845	HEX1	bactNOG[38]	"05DKQ@bactNOG,0EP34@cloNOG,0NFG2@firmNOG,COG1940@NOG"	0EP34|1.06798805659e-116|392.551422119	G	ROK family
fig|31899.10.peg.985|SAMN05216182_0817	521460.Athe_0553	3.00E-149	487.4					bactNOG[38]	"08RF9@bactNOG,0ES3N@cloNOG,0NHIS@firmNOG,COG2755@NOG"	08RF9|9.57343029259e-70|238.182357788	E	"lipolytic protein, gdsl family"
fig|31899.10.peg.986|SAMN05216182_0818	572544.Ilyop_0694	0	1033.5			K00688		bactNOG[38]	"07QQN@bactNOG,COG0058@NOG"	07QQN|2.99045064828e-300|1000.98565674	G	"Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties (By similarity)"
fig|31899.10.peg.987|SAMN05216182_0819	521460.Athe_0555	0	1105.1	GLGA	"GO:0000271,GO:0003674,GO:0003824,GO:0004373,GO:0005975,GO:0005976,GO:0005977,GO:0005978,GO:0006073,GO:0006091,GO:0006112,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008194,GO:0009011,GO:0009058,GO:0009059,GO:0009250,GO:0009987,GO:0015980,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0033554,GO:0033692,GO:0034637,GO:0034645,GO:0035251,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044699,GO:0044710,GO:0044723,GO:0044763,GO:0046527,GO:0050896,GO:0051716,GO:0055114,GO:0071704,GO:1901576"	"K00703,K01176"	GLCS1	bactNOG[38]	"05CXW@bactNOG,0EPUE@cloNOG,0NE9A@firmNOG,COG0297@NOG"	05CXW|6.97045676926e-225|752.735534668	G	"Synthesizes alpha-1,4-glucan chains using ADP-glucose (By similarity)"
fig|31899.10.peg.988|SAMN05216182_0820	521460.Athe_0556	2.50E-252	829.9	GLGD		K00975		bactNOG[38]	"05EFR@bactNOG,0ENSZ@cloNOG,0ND9J@firmNOG,COG0448@NOG"	05EFR|4.79079490407e-141|473.117675781	M	"glucose-1-phosphate adenylyltransferase, glgd subunit"
fig|31899.10.peg.989|SAMN05216182_0821	521460.Athe_0557	1.30E-275	908.2	GLGC		K00975	GLGC	bactNOG[38]	"05CNB@bactNOG,0EP05@cloNOG,0NDJE@firmNOG,COG0448@NOG"	05CNB|7.82913158904e-167|559.449279785	G	"Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans (By similarity)"
fig|31899.10.peg.990|SAMN05216182_0822	521460.Athe_0558	0	1545.2	GLGB	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	"K00700,K01200,K01236"		bactNOG[38]	"05C9C@bactNOG,0EQ0Y@cloNOG,0NDTK@firmNOG,COG0296@NOG"	0NDTK|3.13263548367e-311|1037.43493652	G	"Catalyzes the formation of the alpha-1,6-glucosidic linkages in glycogen by scission of a 1,4-alpha-linked oligosaccharide from growing alpha-1,4-glucan chains and the subsequent attachment of the oligosaccharide to the alpha-1,6 position (By similarity)"
fig|31899.10.peg.991|SAMN05216182_0823	521460.Athe_0559	2.20E-155	510.4	RADC		K03630		bactNOG[38]	"05W5Q@bactNOG,0ERV7@cloNOG,0NDP8@firmNOG,COG2003@NOG"	05W5Q|2.21526751848e-75|257.122161865	L	DNA repair protein (RadC
fig|31899.10.peg.992|SAMN05216182_0824	521460.Athe_0560	0	1146.3					bactNOG[38]	"07W8S@bactNOG,0EPJI@cloNOG,0NH0W@firmNOG,101XC@NOG"	07W8S|1.87686905945e-136|458.179077148	S	peptidoglycaN-binding
fig|31899.10.peg.993|SAMN05216182_0825	521460.Athe_0561	4.00E-102	334.7	RIBH	"GO:0000906,GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016853,GO:0016866,GO:0016867,GO:0040007"	K00794	"APRAUR,PMDPHT,RBFSa,RBFSb"	bactNOG[38]	"08UTT@bactNOG,0ERWA@cloNOG,0NH9S@firmNOG,COG0054@NOG"	08UTT|2.45772137068e-79|269.356994629	H	"Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin (By similarity)"
fig|31899.10.peg.994|SAMN05216182_0826	521460.Athe_0562	3.30E-277	915	RIBBA		K14652	"DB4PS,GTPCII,GTPCII2"	bactNOG[38]	"05C66@bactNOG,0ENWF@cloNOG,0NDC8@firmNOG,COG0108@NOG,COG0807@NOG"	05C66|9.20383756718e-138|464.108306885	H	"Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate (By similarity)"
fig|31899.10.peg.995|SAMN05216182_0827	521460.Athe_0563	6.50E-125	410.3	RIBE	"GO:0000906,GO:0003674,GO:0003824,GO:0004746,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016740,GO:0016765,GO:0016853,GO:0016866,GO:0016867,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K00793	"APRAUR,PMDPHT,RBFSa,RBFSb"	bactNOG[38]	"08R6K@bactNOG,0ERSF@cloNOG,0NHAM@firmNOG,COG0307@NOG"	08R6K|1.69738962392e-75|256.928344727	H	"riboflavin synthase, subunit alpha"
fig|31899.10.peg.996|SAMN05216182_0828	521460.Athe_0564	4.10E-250	824.8	RIBD	"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0008703,GO:0008835,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016810,GO:0016814,GO:0018130,GO:0019239,GO:0034641,GO:0036094,GO:0040007,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0044711,GO:0046483,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576"	"K01498,K11752"	"APRAUR,DHPPDA,DHPPDA2"	bactNOG[38]	"05D1W@bactNOG,0EP9H@cloNOG,0NDPZ@firmNOG,COG0117@NOG,COG1985@NOG"	05D1W|2.38295728198e-112|378.710144043	H	"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate (By similarity)"
fig|31899.10.peg.999|SAMN05216182_0830	521460.Athe_0566	1.20E-218	718.5			"K01775,K02529"		bactNOG[38]	"05ETE@bactNOG,0EQ5S@cloNOG,0NDG2@firmNOG,COG1609@NOG"	0EQ5S|1.10074204074e-115|389.422668457	K	"Transcriptional regulator, LacI family"
fig|31899.10.peg.1000|SAMN05216182_0831	521460.Athe_0567	0	1155	XYLB		K00854		bactNOG[38]	"05CMG@bactNOG,0EP9M@cloNOG,0ND7V@firmNOG,COG1070@NOG"	0EP9M|2.13210691638e-232|774.946960449	C	xylulokinase
fig|31899.10.peg.1001|SAMN05216182_0832	521460.Athe_0568	0	1076.9				CDGUNPD	bactNOG[38]	"08IU7@bactNOG,0F761@cloNOG,0P6CZ@firmNOG,COG2206@NOG"	0F761|5.37844849926e-109|367.94241333	T	Metal dependent phosphohydrolase
fig|31899.10.peg.1002|SAMN05216182_0833	521460.Athe_0569	9.40E-126	407.8			K07183		bactNOG[38]	"0829T@bactNOG,0EV39@cloNOG,0NMA2@firmNOG,COG3707@NOG"	0829T|1.16998307511e-68|233.471588135	T	Response regulator receiver and ANTAR domain protein
fig|31899.10.peg.1003|SAMN05216182_0834	521460.Athe_0570	5.80E-163	535.5		"GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016874,GO:0016879,GO:0016884"	K07010		bactNOG[38]	"08Z86@bactNOG,0ETHT@cloNOG,0NJMP@firmNOG,COG2071@NOG"	08Z86|6.05998356983e-68|233.158157349	J	Glutamine amidotransferase
fig|31899.10.peg.1004|SAMN05216182_0835	521460.Athe_0571	7.10E-167	548.7	MSCS	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03442		bactNOG[38]	"05D8X@bactNOG,0EQRU@cloNOG,0NF8J@firmNOG,COG0668@NOG"	05D8X|7.61388272676e-76|258.812988281	M	mechanosensitive ion channel
fig|31899.10.peg.1005|SAMN05216182_0836	521460.Athe_0572	0	1287.2	PROS	"GO:0002161,GO:0003674,GO:0003824,GO:0004812,GO:0004827,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006417,GO:0006418,GO:0006433,GO:0006448,GO:0006450,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016020,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0016876,GO:0019222,GO:0019538,GO:0019752,GO:0030312,GO:0031323,GO:0031326,GO:0032268,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0043906,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0046483,GO:0050789,GO:0050794,GO:0051246,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:0080090,GO:0090304,GO:1901360,GO:1901564,GO:1901576,GO:2000112"	K01881		bactNOG[38]	"05C90@bactNOG,0ENX4@cloNOG,0NDJA@firmNOG,COG0442@NOG"	05C90|1.26861365722e-259|866.419006348	J	"Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS (By similarity)"
fig|31899.10.peg.1006|SAMN05216182_0837	309799.DICTH_0776	3.40E-59	190.1	DET0641		K07130		bactNOG[38]	"07ZFU@bactNOG,COG1878@NOG"	07ZFU|2.03902565707e-80|272.553741455	S	"cyclase, family"
fig|31899.10.peg.1007|SAMN05216182_0838	521460.Athe_0574	0	1241.1	MCP2	"GO:0003674,GO:0004871,GO:0004872,GO:0006935,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009987,GO:0023052,GO:0040011,GO:0042221,GO:0042330,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007"	K03406		bactNOG[38]	"06HM5@bactNOG,0EQKU@cloNOG,0NGP5@firmNOG,0YD9G@NOG"	06HM5|4.80842323221e-147|494.44140625	S	Methyl-accepting chemotaxis sensory transducer
fig|31899.10.peg.1008|SAMN05216182_0839	521460.Athe_0575	3.00E-114	373.2	CHEW	"GO:0003674,GO:0004871,GO:0006935,GO:0007154,GO:0007165,GO:0008150,GO:0009605,GO:0009987,GO:0023052,GO:0040011,GO:0042221,GO:0042330,GO:0044699,GO:0044700,GO:0044763,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007"	K03408		bactNOG[38]	"08RD3@bactNOG,0ETE3@cloNOG,0NIAG@firmNOG,COG0835@NOG"	08RD3|7.81334714203e-61|209.273071289	"N, T"	chew protein
fig|31899.10.peg.1009|SAMN05216182_0840	521460.Athe_0576	2.20E-222	733.2	CHEB	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03412		bactNOG[38]	"05CMP@bactNOG,0ENMY@cloNOG,0ND4S@firmNOG,COG2201@NOG"	05CMP|1.61397737059e-122|413.211181641	T	catalyzes the demethylation of specific methylglutamate residues introduced into the chemoreceptors (methyl-accepting chemotaxis proteins) by CheR (By similarity)
fig|31899.10.peg.1010|SAMN05216182_0841	521460.Athe_0577	0	1165.7			K03407		bactNOG[38]	"05CBS@bactNOG,COG0643@NOG"	05CBS|8.13319020374e-164|550.175537109	T	Chea signal transduction histidine kinase
fig|31899.10.peg.1011|SAMN05216182_0842	521460.Athe_0578	0	1040.1					bactNOG[38]	"05H0E@bactNOG,0EV8S@cloNOG,0NN2B@firmNOG,11SG3@NOG"	05H0E|1.34394230135e-225|751.820251465	S	PBS lyase HEAT domain protein repeat-containing protein
fig|31899.10.peg.1012|SAMN05216182_0843	521460.Athe_0579	2.50E-190	619.9			K00575		bactNOG[38]	"05BZU@bactNOG,0ES27@cloNOG,0NHZ7@firmNOG,0XNMH@NOG"	0ES27|8.03314340179e-123|412.076202393	T	CheR-type MCP methyltransferase (EC 2.1.1.80)
fig|31899.10.peg.1013|SAMN05216182_0844	653733.Selin_1357	6.90E-30	98.3	CHEY	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03413		bactNOG[38]	"08VYJ@bactNOG,COG0784@NOG"	08VYJ|4.26375242687e-44|154.097915649	T	response regulator receiver protein
fig|31899.10.peg.1014|SAMN05216182_0845	521460.Athe_0581	1.10E-219	716.7			K02487		bactNOG[38]	"07DSK@bactNOG,COG0643@NOG,COG0835@NOG"	07DSK|2.14106637021e-111|375.35760498	T	Histidine kinase
fig|31899.10.peg.1016|SAMN05216182_0847	521460.Athe_0583	3.80E-92	299.6	CHEY	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K03413		bactNOG[38]	"07YTP@bactNOG,0NIC5@firmNOG,COG0784@NOG"	07YTP|3.28128332035e-38|134.530380249	T	response regulator receiver protein
fig|31899.10.peg.1017|SAMN05216182_0848	521460.Athe_0584	0	1348					bactNOG[38]	"05BZU@bactNOG,0ENQX@cloNOG,0ND7U@firmNOG,0XNMH@NOG"	0ENQX|3.06639004545e-149|502.121795654	T	Diguanylate cyclase
fig|31899.10.peg.1018|SAMN05216182_0849	521460.Athe_0585	1.50E-136	446.5	MT2202		K07100		bactNOG[38]	"08V4Y@bactNOG,0ESHQ@cloNOG,0NI69@firmNOG,COG1926@NOG"	08V4Y|4.18058195697e-78|266.544006348	S	Phosphoribosyltransferase
fig|31899.10.peg.1019|SAMN05216182_0850	521460.Athe_0586	4.50E-114	368.7					bactNOG[38]	"05FYQ@bactNOG,0ETBX@cloNOG,0NK8N@firmNOG,11QCM@NOG"	05FYQ|1.8434405122e-77|261.617095947	S	helix-turn-helix domain protein
fig|31899.10.peg.1020|SAMN05216182_0851	521460.Athe_0587	2.80E-201	658.7					bactNOG[38]	"06SNR@bactNOG,0ENVE@cloNOG,0NEDQ@firmNOG,0XR6P@NOG"	06SNR|6.2245156788e-137|459.027282715	S	NA
fig|31899.10.peg.1022|SAMN05216182_0853	521460.Athe_0589	3.70E-180	593.3	CZRB				bactNOG[38]	"076HS@bactNOG,0EQ5Z@cloNOG,0NF5N@firmNOG,COG0053@NOG"	076HS|1.86829843223e-105|356.301696777	P	cation diffusion facilitator family transporter
fig|31899.10.peg.1023|SAMN05216182_0855	521460.Athe_0590	2.80E-82	263.1	CRCB	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K06199		bactNOG[38]	"083GQ@bactNOG,0P4X8@firmNOG,COG0239@NOG"	083GQ|8.95646867172e-45|154.848724365	D	Protein CrcB homolog
fig|31899.10.peg.1024|SAMN05216182_0856	521460.Athe_0591	5.40E-74	241	CRCB	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K06199		bactNOG[38]	"05WMR@bactNOG,0EVGE@cloNOG,0NNFP@firmNOG,COG0239@NOG"	05WMR|1.58324221461e-39|139.116867065	D	Protein CrcB homolog
