TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG0583	fig|1214564.3.peg.2139	53	1214564.3	1	fig|1214564.3.peg.2139	0	-	1	1214564.3	-	2139	-	-	-	-	-	-	-	-	-	-	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	1.0	Counter({'ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)': 1})
TAG0584	fig|1214564.3.peg.2140	467	1214564.3	9	fig|1214564.3.peg.2140,fig|1387555.3.peg.189,fig|1387557.3.peg.2737,fig|351627.8.peg.2681|Csac_2485,fig|632292.3.peg.494|Calhy_0450,fig|632335.8.peg.2520|Calkr_2328,fig|632348.3.peg.353|Calkro_0328,fig|632516.3.peg.2425|CallaDRAFT_2328,fig|632518.3.peg.2141|Calow_2002	0	-	9	1214564.3;1387555.3;1387557.3;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	-	2140	189	2737	-	2681_2485	-	494_0450	2520_2328	353_0328	2425_2328	2141_2002	Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3); Methylmalonyl-CoA decarboxylase alpha chain (EC 4.1.1.41)	1.0	Counter({'Oxaloacetate decarboxylase alpha chain (EC 4.1.1.3); Methylmalonyl-CoA decarboxylase alpha chain (EC 4.1.1.41)': 9})
TAG0585	fig|1214564.3.peg.2144	44	1214564.3	1	fig|1214564.3.peg.2144	0	-	1	1214564.3	-	2144	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0586	fig|1214564.3.peg.2147	62	1214564.3	1	fig|1214564.3.peg.2147	0	-	1	1214564.3	-	2147	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0587	fig|1214564.3.peg.2152	49	1214564.3	1	fig|1214564.3.peg.2152	0	-	1	1214564.3	-	2152	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0588	fig|1214564.3.peg.2153	41	1214564.3	1	fig|1214564.3.peg.2153	0	-	1	1214564.3	-	2153	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0589	fig|1214564.3.peg.2162	346	1214564.3	2	fig|1214564.3.peg.2162,fig|351627.8.peg.283|Csac_0243	0	-	2	1214564.3;351627.8	-	2162	-	-	-	283_0243	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 2})
TAG0590	fig|1214564.3.peg.2166	52	1214564.3	4	fig|1121259.3.peg.1215,fig|1214564.3.peg.2166,fig|632292.3.peg.532,fig|632518.3.peg.2077	0	-	4	1121259.3;1214564.3;632292.3;632518.3	1215	2166	-	-	-	-	-	532	-	-	-	2077	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG0591	fig|1214564.3.peg.2178	360	1214564.3	4	fig|1121259.3.peg.1207,fig|1214564.3.peg.2178,fig|351627.8.peg.267|Csac_0228,fig|632348.3.peg.381|Calkro_0352	0	-	4	1121259.3;1214564.3;351627.8;632348.3	1207	2178	-	-	-	267_0228	-	-	-	381_0352	-	-	Cation transporter	1.0	Counter({'Cation transporter': 4})
TAG0592	fig|1214564.3.peg.218	64	1214564.3	1	fig|1214564.3.peg.218	0	-	1	1214564.3	-	218	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0593	fig|1214564.3.peg.2182	41	1214564.3	1	fig|1214564.3.peg.2182	0	-	1	1214564.3	-	2182	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0594	fig|1214564.3.peg.2199	54	1214564.3	1	fig|1214564.3.peg.2199	0	-	1	1214564.3	-	2199	-	-	-	-	-	-	-	-	-	-	PIN domain protein	1.0	Counter({'PIN domain protein': 1})
TAG0595	fig|1214564.3.peg.2200	45	1214564.3	1	fig|1214564.3.peg.2200	0	-	1	1214564.3	-	2200	-	-	-	-	-	-	-	-	-	-	PIN domain protein	1.0	Counter({'PIN domain protein': 1})
TAG0596	fig|1214564.3.peg.2203	42	1214564.3	1	fig|1214564.3.peg.2203	0	-	1	1214564.3	-	2203	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0597	fig|1214564.3.peg.2211	40	1214564.3	1	fig|1214564.3.peg.2211	0	-	1	1214564.3	-	2211	-	-	-	-	-	-	-	-	-	-	Stage V sporulation protein AE1 (SpoVAE1)	1.0	Counter({'Stage V sporulation protein AE1 (SpoVAE1)': 1})
TAG0598	fig|1214564.3.peg.2230	82	1214564.3	2	fig|1214564.3.peg.2230,fig|1387557.3.peg.542	0	-	2	1214564.3;1387557.3	-	2230	-	542	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0599	fig|1214564.3.peg.2242	40	1214564.3	1	fig|1214564.3.peg.2242	0	-	1	1214564.3	-	2242	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0600	fig|1214564.3.peg.2248	177	1214564.3	1	fig|1214564.3.peg.2248	0	-	1	1214564.3	-	2248	-	-	-	-	-	-	-	-	-	-	Chromosome partition protein smc	1.0	Counter({'Chromosome partition protein smc': 1})
TAG0601	fig|1214564.3.peg.2258	60	1214564.3	1	fig|1214564.3.peg.2258	0	-	1	1214564.3	-	2258	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0602	fig|1214564.3.peg.227	170	1214564.3	1	fig|1214564.3.peg.227	0	-	1	1214564.3	-	227	-	-	-	-	-	-	-	-	-	-	antigen 332, putative	1.0	Counter({'antigen 332, putative': 1})
TAG0603	fig|1214564.3.peg.2272	170	1214564.3	1	fig|1214564.3.peg.2272	0	-	1	1214564.3	-	2272	-	-	-	-	-	-	-	-	-	-	Chromosome partition protein smc	1.0	Counter({'Chromosome partition protein smc': 1})
TAG0604	fig|1214564.3.peg.2284	45	1214564.3	1	fig|1214564.3.peg.2284	0	-	1	1214564.3	-	2284	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0605	fig|1214564.3.peg.2291	43	1214564.3	1	fig|1214564.3.peg.2291	0	-	1	1214564.3	-	2291	-	-	-	-	-	-	-	-	-	-	transposase, IS30 family	1.0	Counter({'transposase, IS30 family': 1})
TAG0606	fig|1214564.3.peg.2292	51	1214564.3	2	fig|1214564.3.peg.2292,fig|351627.8.peg.1290	0	-	2	1214564.3;351627.8	-	2292	-	-	-	1290	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0607	fig|1214564.3.peg.2294	291	1214564.3	1	fig|1214564.3.peg.2294	0	-	1	1214564.3	-	2294	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0608	fig|1214564.3.peg.2295	246	1214564.3	1	fig|1214564.3.peg.2295	0	-	1	1214564.3	-	2295	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0609	fig|1214564.3.peg.2302	111	1214564.3	1	fig|1214564.3.peg.2302	0	-	1	1214564.3	-	2302	-	-	-	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG0610	fig|1214564.3.peg.2303	116	1214564.3	1	fig|1214564.3.peg.2303	0	-	1	1214564.3	-	2303	-	-	-	-	-	-	-	-	-	-	Transposase	1.0	Counter({'Transposase': 1})
TAG0611	fig|1214564.3.peg.2332	180	1214564.3	11	fig|1121259.3.peg.117,fig|1214564.3.peg.2332,fig|1387557.3.peg.1519,fig|31899.10.peg.1765|SAMN05216182_1555,fig|351627.8.peg.2020|Csac_1843,fig|608506.3.peg.1384|COB47_1279,fig|632292.3.peg.1535|Calhy_1448,fig|632335.8.peg.1383|Calkr_1261,fig|632348.3.peg.1505|Calkro_1423,fig|632516.3.peg.232|CallaDRAFT_0233,fig|632518.3.peg.1150|Calow_1069	0	-	11	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	117	2332	-	1519	1765_1555	2020_1843	1384_1279	1535_1448	1383_1261	1505_1423	232_0233	1150_1069	hypothetical protein	1.0	Counter({'hypothetical protein': 11})
TAG0612	fig|1214564.3.peg.2345	151	1214564.3	12	fig|1121259.3.peg.130,fig|1214564.3.peg.2345,fig|1387555.3.peg.1626,fig|1387557.3.peg.1532,fig|31899.10.peg.1779|SAMN05216182_1569,fig|351627.8.peg.2033|Csac_1856,fig|608506.3.peg.1371|COB47_1266,fig|632292.3.peg.1522|Calhy_1435,fig|632335.8.peg.1398|Calkr_1276,fig|632348.3.peg.1491|Calkro_1410,fig|632516.3.peg.218|CallaDRAFT_0219,fig|632518.3.peg.1163|Calow_1082	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	130	2345	1626	1532	1779_1569	2033_1856	1371_1266	1522_1435	1398_1276	1491_1410	218_0219	1163_1082	Anti-sigma B factor RsbT	0.75	Counter({'Anti-sigma B factor RsbT': 9, 'Anti-sigma regulatory factor (Ser/Thr protein kinase)': 3})
TAG0613	fig|1214564.3.peg.2383	53	1214564.3	1	fig|1214564.3.peg.2383	0	-	1	1214564.3	-	2383	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0614	fig|1214564.3.peg.2402	277	1214564.3	12	fig|1121259.3.peg.186,fig|1214564.3.peg.2402,fig|1387555.3.peg.1563,fig|1387557.3.peg.1588,fig|31899.10.peg.1835|SAMN05216182_1625,fig|351627.8.peg.2090|Csac_1910,fig|608506.3.peg.1315|COB47_1210,fig|632292.3.peg.1466|Calhy_1379,fig|632335.8.peg.1457|Calkr_1334,fig|632348.3.peg.1435|Calkro_1354,fig|632516.3.peg.161|CallaDRAFT_0162,fig|632518.3.peg.1223|Calow_1139	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	186	2402	1563	1588	1835_1625	2090_1910	1315_1210	1466_1379	1457_1334	1435_1354	161_0162	1223_1139	Putative RNA-binding protein YlmH	1.0	Counter({'Putative RNA-binding protein YlmH': 12})
TAG0615	fig|1214564.3.peg.2406	55	1214564.3	1	fig|1214564.3.peg.2406	0	-	1	1214564.3	-	2406	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0616	fig|1214564.3.peg.2408	343	1214564.3	2	fig|1214564.3.peg.2408,fig|351627.8.peg.832|Csac_0725	0	-	2	1214564.3;351627.8	-	2408	-	-	-	832_0725	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0617	fig|1214564.3.peg.2409	67	1214564.3	1	fig|1214564.3.peg.2409	0	-	1	1214564.3	-	2409	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0618	fig|1214564.3.peg.2411	43	1214564.3	1	fig|1214564.3.peg.2411	0	-	1	1214564.3	-	2411	-	-	-	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG0619	fig|1214564.3.peg.2418	164	1214564.3	1	fig|1214564.3.peg.2418	0	-	1	1214564.3	-	2418	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0620	fig|1214564.3.peg.2437	135	1214564.3	1	fig|1214564.3.peg.2437	0	-	1	1214564.3	-	2437	-	-	-	-	-	-	-	-	-	-	Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0	Counter({'Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site': 1})
TAG0621	fig|1214564.3.peg.2439	177	1214564.3	2	fig|1214564.3.peg.2439,fig|351627.8.peg.64|Csac_0053	0	-	2	1214564.3;351627.8	-	2439	-	-	-	64_0053	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0622	fig|1214564.3.peg.2442	56	1214564.3	1	fig|1214564.3.peg.2442	0	-	1	1214564.3	-	2442	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0623	fig|1214564.3.peg.2447	85	1214564.3	1	fig|1214564.3.peg.2447	0	-	1	1214564.3	-	2447	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0624	fig|1214564.3.peg.2448	103	1214564.3	1	fig|1214564.3.peg.2448	0	-	1	1214564.3	-	2448	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0625	fig|1214564.3.peg.2451	47	1214564.3	1	fig|1214564.3.peg.2451	0	-	1	1214564.3	-	2451	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0626	fig|1214564.3.peg.246	131	1214564.3	1	fig|1214564.3.peg.246	0	-	1	1214564.3	-	246	-	-	-	-	-	-	-	-	-	-	DNA polymerase I (EC 2.7.7.7)	1.0	Counter({'DNA polymerase I (EC 2.7.7.7)': 1})
TAG0627	fig|1214564.3.peg.2460	39	1214564.3	1	fig|1214564.3.peg.2460	0	-	1	1214564.3	-	2460	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0628	fig|1214564.3.peg.2461	155	1214564.3	1	fig|1214564.3.peg.2461	0	-	1	1214564.3	-	2461	-	-	-	-	-	-	-	-	-	-	23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)	1.0	Counter({'23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)': 1})
TAG0629	fig|1214564.3.peg.247	147	1214564.3	1	fig|1214564.3.peg.247	0	-	1	1214564.3	-	247	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0630	fig|1214564.3.peg.248	226	1214564.3	1	fig|1214564.3.peg.248	0	-	1	1214564.3	-	248	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0631	fig|1214564.3.peg.2485	39	1214564.3	1	fig|1214564.3.peg.2485	0	-	1	1214564.3	-	2485	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0632	fig|1214564.3.peg.249	53	1214564.3	1	fig|1214564.3.peg.249	0	-	1	1214564.3	-	249	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0633	fig|1214564.3.peg.261	327	1214564.3	12	fig|1121259.3.peg.207,fig|1214564.3.peg.261,fig|1387555.3.peg.1550,fig|1387557.3.peg.1608,fig|31899.10.peg.1861|SAMN05216182_1650,fig|351627.8.peg.2108|Csac_1928,fig|608506.3.peg.1281|COB47_1181,fig|632292.3.peg.1443|Calhy_1357,fig|632335.8.peg.1488|Calkr_1366,fig|632348.3.peg.1413|Calkro_1333,fig|632516.3.peg.153|CallaDRAFT_0152,fig|632518.3.peg.1245|Calow_1160	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	207	261	1550	1608	1861_1650	2108_1928	1281_1181	1443_1357	1488_1366	1413_1333	153_0152	1245_1160	LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)	1.0	Counter({'LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)': 12})
TAG0634	fig|1214564.3.peg.293	65	1214564.3	4	fig|1214564.3.peg.293,fig|31899.10.peg.1605,fig|351627.8.peg.1735,fig|632292.3.peg.1702	0	-	4	1214564.3;31899.10;351627.8;632292.3	-	293	-	-	1605	1735	-	1702	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 4})
TAG0635	fig|1214564.3.peg.300	41	1214564.3	2	fig|1214564.3.peg.300,fig|351627.8.peg.1276	0	-	2	1214564.3;351627.8	-	300	-	-	-	1276	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0636	fig|1214564.3.peg.302	165	1214564.3	11	fig|1214564.3.peg.302,fig|1387555.3.peg.2481,fig|1387557.3.peg.716,fig|31899.10.peg.899|SAMN05216182_0740,fig|351627.8.peg.1274|Csac_1137,fig|608506.3.peg.489|COB47_0436,fig|632292.3.peg.2278|Calhy_2174,fig|632335.8.peg.1988|Calkr_1836,fig|632348.3.peg.2270|Calkro_2156,fig|632516.3.peg.2507|CallaDRAFT_2411,fig|632518.3.peg.384|Calow_0342	0	-	11	1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	-	302	2481	716	899_0740	1274_1137	489_0436	2278_2174	1988_1836	2270_2156	2507_2411	384_0342	Rubrerythrin	1.0	Counter({'Rubrerythrin': 11})
TAG0637	fig|1214564.3.peg.304	410	1214564.3	12	fig|1121259.3.peg.2204,fig|1214564.3.peg.304,fig|1387555.3.peg.2495,fig|1387557.3.peg.708,fig|31899.10.peg.894|SAMN05216182_0736,fig|351627.8.peg.1262|Csac_1123,fig|608506.3.peg.485|COB47_0433,fig|632292.3.peg.2280|Calhy_2176,fig|632335.8.peg.1992|Calkr_1840,fig|632348.3.peg.2274|Calkro_2160,fig|632516.3.peg.2295|CallaDRAFT_2211,fig|632518.3.peg.380|Calow_0337	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2204	304	2495	708	894_0736	1262_1123	485_0433	2280_2176	1992_1840	2274_2160	2295_2211	380_0337		1.0	Counter({'': 12})
TAG0638	fig|1214564.3.peg.317	38	1214564.3	1	fig|1214564.3.peg.317	0	-	1	1214564.3	-	317	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0639	fig|1214564.3.peg.318	83	1214564.3	1	fig|1214564.3.peg.318	0	-	1	1214564.3	-	318	-	-	-	-	-	-	-	-	-	-	alpha-L-rhamnosidase (EC 3.2.1.40)	1.0	Counter({'alpha-L-rhamnosidase (EC 3.2.1.40)': 1})
TAG0640	fig|1214564.3.peg.325	134	1214564.3	1	fig|1214564.3.peg.325	0	-	1	1214564.3	-	325	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0641	fig|1214564.3.peg.326	137	1214564.3	1	fig|1214564.3.peg.326	0	-	1	1214564.3	-	326	-	-	-	-	-	-	-	-	-	-	Transcriptional regulator	1.0	Counter({'Transcriptional regulator': 1})
TAG0642	fig|1214564.3.peg.327	176	1214564.3	2	fig|1214564.3.peg.327,fig|351627.8.peg.1233|Csac_1097	0	-	2	1214564.3;351627.8	-	327	-	-	-	1233_1097	-	-	-	-	-	-	Flavodoxin	1.0	Counter({'Flavodoxin': 2})
TAG0643	fig|1214564.3.peg.330	99	1214564.3	1	fig|1214564.3.peg.330	0	-	1	1214564.3	-	330	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0644	fig|1214564.3.peg.331	163	1214564.3	1	fig|1214564.3.peg.331	0	-	1	1214564.3	-	331	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0645	fig|1214564.3.peg.332	50	1214564.3	1	fig|1214564.3.peg.332	0	-	1	1214564.3	-	332	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0646	fig|1214564.3.peg.333	48	1214564.3	1	fig|1214564.3.peg.333	0	-	1	1214564.3	-	333	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0647	fig|1214564.3.peg.334	46	1214564.3	1	fig|1214564.3.peg.334	0	-	1	1214564.3	-	334	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0648	fig|1214564.3.peg.335	72	1214564.3	1	fig|1214564.3.peg.335	0	-	1	1214564.3	-	335	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0649	fig|1214564.3.peg.336	48	1214564.3	1	fig|1214564.3.peg.336	0	-	1	1214564.3	-	336	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0650	fig|1214564.3.peg.337	90	1214564.3	1	fig|1214564.3.peg.337	0	-	1	1214564.3	-	337	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0651	fig|1214564.3.peg.338	75	1214564.3	1	fig|1214564.3.peg.338	0	-	1	1214564.3	-	338	-	-	-	-	-	-	-	-	-	-	Beta-glucanase precursor (EC 3.2.1.73)	1.0	Counter({'Beta-glucanase precursor (EC 3.2.1.73)': 1})
TAG0652	fig|1214564.3.peg.339	195	1214564.3	1	fig|1214564.3.peg.339	0	-	1	1214564.3	-	339	-	-	-	-	-	-	-	-	-	-	Response regulator receiver protein	1.0	Counter({'Response regulator receiver protein': 1})
TAG0653	fig|1214564.3.peg.34	241	1214564.3	8	fig|1121259.3.peg.16,fig|1214564.3.peg.34,fig|1387557.3.peg.1419,fig|31899.10.peg.1669|SAMN05216182_1462,fig|351627.8.peg.1800|Csac_1633,fig|632292.3.peg.1640|Calhy_1549,fig|632335.8.peg.1288|Calkr_1167,fig|632348.3.peg.1598|Calkro_1514	0	-	8	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3	16	34	-	1419	1669_1462	1800_1633	-	1640_1549	1288_1167	1598_1514	-	-	ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)	1.0	Counter({'ABC transporter, permease protein (cluster 10, nitrate/sulfonate/bicarbonate)': 8})
TAG0654	fig|1214564.3.peg.340	133	1214564.3	1	fig|1214564.3.peg.340	0	-	1	1214564.3	-	340	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0655	fig|1214564.3.peg.354	47	1214564.3	1	fig|1214564.3.peg.354	0	-	1	1214564.3	-	354	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0656	fig|1214564.3.peg.358	260	1214564.3	12	fig|1121259.3.peg.1814,fig|1214564.3.peg.358,fig|1387555.3.peg.2023,fig|1387557.3.peg.1134,fig|31899.10.peg.1321|SAMN05216182_1133,fig|351627.8.peg.2898|Csac_2682,fig|608506.3.peg.872|COB47_0798,fig|632292.3.peg.1913|Calhy_1824,fig|632335.8.peg.694|Calkr_0620,fig|632348.3.peg.1890|Calkro_1792,fig|632516.3.peg.330|CallaDRAFT_0327,fig|632518.3.peg.775|Calow_0710	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1814	358	2023	1134	1321_1133	2898_2682	872_0798	1913_1824	694_0620	1890_1792	330_0327	775_0710	ATPase component NikO of energizing module of nickel ECF transporter	1.0	Counter({'ATPase component NikO of energizing module of nickel ECF transporter': 12})
TAG0657	fig|1214564.3.peg.360	37	1214564.3	1	fig|1214564.3.peg.360	0	-	1	1214564.3	-	360	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0658	fig|1214564.3.peg.382	117	1214564.3	1	fig|1214564.3.peg.382	0	-	1	1214564.3	-	382	-	-	-	-	-	-	-	-	-	-	Stage II sporulation protein related to metaloproteases (SpoIIQ)	1.0	Counter({'Stage II sporulation protein related to metaloproteases (SpoIIQ)': 1})
TAG0659	fig|1214564.3.peg.397	359	1214564.3	10	fig|1121259.3.peg.644,fig|1214564.3.peg.397,fig|1387557.3.peg.2059,fig|31899.10.peg.2291|SAMN05216182_2079,fig|351627.8.peg.2507|Csac_2322,fig|608506.3.peg.1709|COB47_1593,fig|632292.3.peg.1040|Calhy_0966,fig|632335.8.peg.996|Calkr_0892,fig|632348.3.peg.992|Calkro_0933,fig|632518.3.peg.1618|Calow_1523	0	-	10	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	644	397	-	2059	2291_2079	2507_2322	1709_1593	1040_0966	996_0892	992_0933	-	1618_1523	ABC transporter, permease protein 1 (cluster 11, riboflavin/purine nucleoside/unknown)	1.0	Counter({'ABC transporter, permease protein 1 (cluster 11, riboflavin/purine nucleoside/unknown)': 10})
TAG0660	fig|1214564.3.peg.411	191	1214564.3	1	fig|1214564.3.peg.411	0	-	1	1214564.3	-	411	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0661	fig|1214564.3.peg.414	52	1214564.3	1	fig|1214564.3.peg.414	0	-	1	1214564.3	-	414	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0662	fig|1214564.3.peg.423	397	1214564.3	7	fig|1121259.3.peg.612,fig|1214564.3.peg.423,fig|1387557.3.peg.2033,fig|31899.10.peg.2263|SAMN05216182_2051,fig|351627.8.peg.2482|Csac_2298,fig|632292.3.peg.1069|Calhy_0993,fig|632335.8.peg.1906|Calkr_1769	0	-	7	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632335.8	612	423	-	2033	2263_2051	2482_2298	-	1069_0993	1906_1769	-	-	-	Uncharacterized MFS-type transporter	1.0	Counter({'Uncharacterized MFS-type transporter': 7})
TAG0663	fig|1214564.3.peg.428	46	1214564.3	1	fig|1214564.3.peg.428	0	-	1	1214564.3	-	428	-	-	-	-	-	-	-	-	-	-	Putative metal-dependent phosphohydrolase with tandem HD motifs	1.0	Counter({'Putative metal-dependent phosphohydrolase with tandem HD motifs': 1})
TAG0664	fig|1214564.3.peg.43	45	1214564.3	2	fig|1214564.3.peg.43,fig|1387555.3.peg.1830	0	-	2	1214564.3;1387555.3	-	43	1830	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 2})
TAG0665	fig|1214564.3.peg.473	49	1214564.3	1	fig|1214564.3.peg.473	0	-	1	1214564.3	-	473	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0666	fig|1214564.3.peg.474	45	1214564.3	1	fig|1214564.3.peg.474	0	-	1	1214564.3	-	474	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0667	fig|1214564.3.peg.475	46	1214564.3	1	fig|1214564.3.peg.475	0	-	1	1214564.3	-	475	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0668	fig|1214564.3.peg.476	116	1214564.3	1	fig|1214564.3.peg.476	0	-	1	1214564.3	-	476	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG0669	fig|1214564.3.peg.477	188	1214564.3	1	fig|1214564.3.peg.477	0	-	1	1214564.3	-	477	-	-	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
