#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_012034.1	1037493	1038107	+	31772288	-	ATHE_RS04685	WP_015907462.1	204	YihA family ribosome biogenesis GTP-binding protein
chr	NC_012034.1	1038104	1038520	+	31772289	-	ATHE_RS04690	WP_015907463.1	138	DUF523 domain-containing protein
chr	NC_012034.1	1038545	1039420	+	31772290	-	ATHE_RS04695	WP_015907464.1	291	helix-turn-helix domain-containing protein
chr	NC_012034.1	1039514	1040503	+	31772291	galT	ATHE_RS04700	WP_015907465.1	329	galactose-1-phosphate uridylyltransferase
chr	NC_012034.1	1040504	1041673	+	31772292	-	ATHE_RS04705	WP_015907466.1	389	galactokinase
chr	NC_012034.1	1041706	1042689	+	31772293	galE	ATHE_RS04710	WP_015907467.1	327	UDP-glucose 4-epimerase GalE
chr	NC_012034.1	1042746	1044188	-	31772294	-	ATHE_RS04715	WP_015907468.1	480	glutamate--tRNA ligase
chr	NC_012034.1	1044772	1045617	+	31772295	-	ATHE_RS04720	WP_015907469.1	281	hypothetical protein
chr	NC_012034.1	1045637	1046575	+	31772296	-	ATHE_RS04725	WP_015907470.1	312	hypothetical protein
chr	NC_012034.1	1046690	1046938	-	31772297	-	ATHE_RS04730	WP_015907471.1	82	hypothetical protein
chr	NC_012034.1	1049454	1051505	+	31772299	-	ATHE_RS04740	WP_015907473.1	683	ABC transporter permease
chr	NC_012034.1	1051549	1052160	+	31772300	-	ATHE_RS04745	WP_015907474.1	203	ABC transporter permease
chr	NC_012034.1	1052150	1053019	+	31772301	-	ATHE_RS04750	WP_015907475.1	289	ABC transporter ATP-binding protein
chr	NC_012034.1	1053493	1053930	-	31772302	-	ATHE_RS04755	WP_015907476.1	145	hypothetical protein
chr	NC_012034.1	1054588	1055535	+	31772304	-	ATHE_RS04765	WP_015907478.1	315	hypothetical protein
chr	NC_012034.1	1055590	1055898	-	31772305	-	ATHE_RS04770	WP_015907479.1	102	hypothetical protein
chr	NC_012034.1	1056337	1060401	+	31772306	-	ATHE_RS04775	WP_015907480.1	1354	hypothetical protein
chr	NC_012034.1	1060587	1060844	+	31772307	-	ATHE_RS04780	WP_015907481.1	85	hypothetical protein
chr	NC_012034.1	1060954	1063185	+	31772308	-	ATHE_RS04785	WP_015907482.1	743	chromosome condensation regulator
chr	NC_012034.1	1063475	1064059	+	31772309	-	ATHE_RS04790	WP_015907483.1	194	hypothetical protein
chr	NC_012034.1	1065159	1066274	+	31772311	-	ATHE_RS04800	WP_015907484.1	371	hypothetical protein
chr	NC_012034.1	1066283	1066645	+	31772312	-	ATHE_RS04805	WP_015907485.1	120	GntR family transcriptional regulator
chr	NC_012034.1	1066632	1067255	+	31772313	-	ATHE_RS04810	WP_015907486.1	207	hypothetical protein
chr	NC_012034.1	1067260	1068354	+	31772314	-	ATHE_RS04815	WP_015907487.1	364	alpha/beta fold hydrolase
chr	NC_012034.1	1068392	1069246	+	31772315	-	ATHE_RS04820	WP_015907488.1	284	ABC transporter ATP-binding protein
chr	NC_012034.1	1069443	1070183	-	31772316	-	ATHE_RS04825	WP_015907489.1	246	hypothetical protein
chr	NC_012034.1	1070216	1070944	-	31772317	-	ATHE_RS04830	WP_015907490.1	242	hypothetical protein
chr	NC_012034.1	1071282	1071632	+	31772318	-	ATHE_RS04835	WP_015907491.1	116	DNA-binding protein
chr	NC_012034.1	1071625	1072956	+	31772319	-	ATHE_RS04840	WP_015907492.1	443	signal recognition particle protein
chr	NC_012034.1	1072990	1073235	+	31772320	rpsP	ATHE_RS04845	WP_013290832.1	81	MULTISPECIES: 30S ribosomal protein S16
chr	NC_012034.1	1073264	1073497	+	31772321	-	ATHE_RS04850	WP_013290831.1	77	MULTISPECIES: KH domain-containing protein
chr	NC_012034.1	1073547	1074056	+	31772322	-	ATHE_RS04855	WP_013403633.1	169	MULTISPECIES: ribosome maturation factor RimM
chr	NC_012034.1	1074905	1075291	+	31772324	rplS	ATHE_RS04865	WP_013430653.1	128	MULTISPECIES: 50S ribosomal protein L19
chr	NC_012034.1	1075344	1076192	+	31772325	ylqF	ATHE_RS04870	WP_015907493.1	282	ribosome biogenesis GTPase YlqF
chr	NC_012034.1	1076173	1076793	+	31772326	-	ATHE_RS04875	WP_015907494.1	206	ribonuclease HII
chr	NC_012034.1	1076805	1078217	+	31772327	-	ATHE_RS04880	WP_015907495.1	470	hypothetical protein
chr	NC_012034.1	1078222	1078500	+	31772328	-	ATHE_RS04885	WP_015907496.1	92	flagellar protein FhlB
chr	NC_012034.1	1078505	1078864	+	31772329	-	ATHE_RS04890	WP_015907497.1	119	YraN family protein
chr	NC_012034.1	1078990	1079868	+	31772330	-	ATHE_RS04895	WP_015907498.1	292	dipicolinate synthase subunit DpsA
chr	NC_012034.1	1079873	1080469	+	31772331	-	ATHE_RS04900	WP_015907499.1	198	dipicolinate synthase subunit B
chr	NC_012034.1	1080566	1082752	+	31772332	-	ATHE_RS04905	WP_015907500.1	728	DNA translocase FtsK
chr	NC_012034.1	1084579	1085448	+	31772334	-	ATHE_RS04915	WP_015907501.1	289	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
chr	NC_012034.1	1085467	1086789	+	31772335	rimO	ATHE_RS04920	WP_015907502.1	440	30S ribosomal protein S12 methylthiotransferase RimO
chr	NC_012034.1	1086789	1087337	+	31772336	pgsA	ATHE_RS04925	WP_013403620.1	182	MULTISPECIES: CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NC_012034.1	1087349	1088584	+	31772337	-	ATHE_RS04930	WP_015907503.1	411	competence/damage-inducible protein A
chr	NC_012034.1	1088647	1089717	+	31772338	recA	ATHE_RS04935	WP_015907504.1	356	recombinase RecA
chr	NC_012034.1	1089701	1090303	+	31772339	-	ATHE_RS04940	WP_015907505.1	200	hypothetical protein
chr	NC_012034.1	1090400	1091965	+	31772340	rny	ATHE_RS04945	WP_013430636.1	521	MULTISPECIES: ribonuclease Y
chr	NC_012034.1	1092058	1092837	+	31772341	-	ATHE_RS04950	WP_015907506.1	259	TIGR00282 family metallophosphoesterase
chr	NC_012034.1	1092970	1093911	+	31772342	-	ATHE_RS04955	WP_015907507.1	313	AAA family ATPase
chr	NC_012034.1	1093904	1094386	+	31772343	-	ATHE_RS04960	WP_015907508.1	160	hypothetical protein
chr	NC_012034.1	1094409	1094609	+	31772344	spoIIIAC	ATHE_RS04965	WP_015907509.1	66	stage III sporulation protein AC
chr	NC_012034.1	1094631	1095017	+	31772345	-	ATHE_RS04970	WP_015907510.1	128	stage III sporulation protein AD
chr	NC_012034.1	1095030	1096139	+	31772346	-	ATHE_RS04975	WP_041727112.1	369	Sporulation stage III protein AE
chr	NC_012034.1	1096144	1096638	+	31772347	-	ATHE_RS04980	WP_015907512.1	164	hypothetical protein
chr	NC_012034.1	1096645	1097199	+	31772348	-	ATHE_RS04985	WP_015907513.1	184	hypothetical protein
chr	NC_012034.1	1097196	1097732	+	31772349	-	ATHE_RS04990	WP_015907514.1	178	hypothetical protein
chr	NC_012034.1	1097819	1098205	+	31772350	-	ATHE_RS04995	WP_013411746.1	128	MULTISPECIES: Asp23/Gls24 family envelope stress response protein
chr	NC_012034.1	1098258	1098797	+	31772351	-	ATHE_RS05000	WP_015907515.1	179	alkaline shock response membrane anchor protein AmaP
chr	NC_012034.1	1098808	1099017	+	31772352	-	ATHE_RS05005	WP_013403605.1	69	MULTISPECIES: DUF2273 domain-containing protein
chr	NC_012034.1	1099042	1099479	+	31772353	nusB	ATHE_RS05010	WP_079504014.1	145	transcription antitermination factor NusB
chr	NC_012034.1	1099476	1100840	+	31772354	xseA	ATHE_RS05015	WP_015907517.1	454	exodeoxyribonuclease VII large subunit
chr	NC_012034.1	1100833	1101093	+	31772355	xseB	ATHE_RS05020	WP_015907518.1	86	exodeoxyribonuclease VII small subunit
chr	NC_012034.1	1101090	1101989	+	31772356	-	ATHE_RS05025	WP_015907519.1	299	polyprenyl synthetase family protein
chr	NC_012034.1	1102453	1103793	-	31772357	-	ATHE_RS05030	WP_015907520.1	446	MFS transporter
chr	NC_012034.1	1103936	1104487	-	31772358	spoVT	ATHE_RS05035	WP_015907521.1	183	stage V sporulation protein T
chr	NC_012034.1	1104554	1104925	-	31772359	-	ATHE_RS05040	WP_015907522.1	123	hypothetical protein
chr	NC_012034.1	1105075	1106871	+	31772360	iorA	ATHE_RS05045	WP_015907523.1	598	indolepyruvate ferredoxin oxidoreductase subunit alpha
chr	NC_012034.1	1106864	1107424	+	31772361	-	ATHE_RS05050	WP_015907524.1	186	pyruvate ferredoxin oxidoreductase
chr	NC_012034.1	1107481	1108728	+	31772362	-	ATHE_RS05055	WP_015907525.1	415	phenylacetate--CoA ligase family protein
chr	NC_012034.1	1108736	1109713	+	31772363	-	ATHE_RS05060	WP_015907526.1	325	hypothetical protein
chr	NC_012034.1	1109777	1110463	+	31772364	-	ATHE_RS05065	WP_041727114.1	228	DUF421 domain-containing protein
chr	NC_012034.1	1110460	1110840	+	31772365	-	ATHE_RS05070	WP_015907528.1	126	DUF4363 family protein
chr	NC_012034.1	1110916	1111560	+	31772366	-	ATHE_RS05075	WP_015907529.1	214	hypothetical protein
chr	NC_012034.1	1111572	1111967	+	31772367	-	ATHE_RS05080	WP_015907530.1	131	CoA-binding protein
chr	NC_012034.1	1112230	1112646	-	31772368	-	ATHE_RS05085	WP_015907531.1	138	pilus biosynthesis protein HicB
chr	NC_012034.1	1112654	1112863	-	31772369	-	ATHE_RS05090	WP_015907532.1	69	type II toxin-antitoxin system HicA family toxin
chr	NC_012034.1	1113867	1114799	-	31772370	-	ATHE_RS05095	WP_015907533.1	310	sigma-70 family RNA polymerase sigma factor
chr	NC_012034.1	1114830	1115312	-	31772371	-	ATHE_RS05100	WP_015907534.1	160	hypothetical protein
chr	NC_012034.1	1115500	1116150	-	31772372	-	ATHE_RS05105	WP_015907535.1	216	hypothetical protein
chr	NC_012034.1	1116229	1116531	-	31772373	-	ATHE_RS05110	WP_015907536.1	100	hypothetical protein
chr	NC_012034.1	1116528	1117010	-	31772374	-	ATHE_RS05115	WP_015907537.1	160	hypothetical protein
chr	NC_012034.1	1117252	1117899	-	31772375	-	ATHE_RS05120	WP_041727364.1	215	hypothetical protein
chr	NC_012034.1	1118355	1120883	-	31772376	-	ATHE_RS05125	WP_015907540.1	842	DUF927 domain-containing protein
chr	NC_012034.1	1120983	1121201	-	31772377	-	ATHE_RS05130	WP_015907541.1	72	DNA-binding protein
chr	NC_012034.1	1121242	1122207	+	31774139	-	ATHE_RS14095	WP_015907542.1	321	XRE family transcriptional regulator
chr	NC_012034.1	1122188	1122769	+	31772378	-	ATHE_RS05140	WP_015907543.1	193	Uma2 family endonuclease
chr	NC_012034.1	1122771	1123973	+	31772379	-	ATHE_RS05145	WP_015907544.1	400	site-specific integrase
chr	NC_012034.1	1124279	1125175	+	31772381	-	ATHE_RS05155	WP_041727117.1	298	DUF89 family protein
chr	NC_012034.1	1125193	1126509	-	31772382	-	ATHE_RS05160	WP_015907546.1	438	histone deacetylase
chr	NC_012034.1	1126531	1128171	-	31772383	-	ATHE_RS05165	WP_015907547.1	546	hydantoinase
chr	NC_012034.1	1128346	1129227	+	31772384	-	ATHE_RS05170	WP_015907548.1	293	YicC family protein
chr	NC_012034.1	1129241	1129549	+	31772385	-	ATHE_RS05175	WP_013403578.1	102	MULTISPECIES: DUF370 domain-containing protein
chr	NC_012034.1	1129546	1130145	+	31772386	-	ATHE_RS05180	WP_015907549.1	199	guanylate kinase
chr	NC_012034.1	1130153	1130386	+	31772387	-	ATHE_RS05185	WP_013403576.1	77	MULTISPECIES: DNA-directed RNA polymerase subunit omega
chr	NC_012034.1	1130370	1131572	+	31772388	coaBC	ATHE_RS05190	WP_015907550.1	400	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
chr	NC_012034.1	1131614	1133788	+	31772389	priA	ATHE_RS05195	WP_015907551.1	724	primosomal protein N\'
chr	NC_012034.1	1133816	1134316	+	31772390	def	ATHE_RS05200	WP_015907552.1	166	peptide deformylase
chr	NC_012034.1	1134363	1135292	+	31772391	-	ATHE_RS05205	WP_015907553.1	309	methionyl-tRNA formyltransferase
chr	NC_012034.1	1135314	1136009	+	31772392	-	ATHE_RS05210	WP_015907554.1	231	zinc metallopeptidase
chr	NC_012034.1	1136012	1137307	+	31772393	-	ATHE_RS05215	WP_079504015.1	431	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
chr	NC_012034.1	1137313	1138338	+	31772394	-	ATHE_RS05220	WP_015907556.1	341	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
chr	NC_012034.1	1138351	1139088	+	31772395	-	ATHE_RS05225	WP_015907557.1	245	Stp1/IreP family PP2C-type Ser/Thr phosphatase
chr	NC_012034.1	1139123	1141006	+	31772396	-	ATHE_RS05230	WP_015907558.1	627	Stk1 family PASTA domain-containing Ser/Thr kinase
chr	NC_012034.1	1141009	1141881	+	31772397	rsgA	ATHE_RS05235	WP_015907559.1	290	ribosome small subunit-dependent GTPase A
chr	NC_012034.1	1141898	1142563	+	31772398	-	ATHE_RS05240	WP_015907560.1	221	ribulose-phosphate 3-epimerase
chr	NC_012034.1	1142733	1143188	+	31772399	-	ATHE_RS05245	WP_015907561.1	151	ribosome maturation factor
chr	NC_012034.1	1143218	1144291	+	31772400	nusA	ATHE_RS05250	WP_015907562.1	357	transcription termination/antitermination protein NusA
chr	NC_012034.1	1144305	1144568	+	31772401	-	ATHE_RS05255	WP_041727120.1	87	YlxR family protein
chr	NC_012034.1	1144594	1147131	+	31772402	-	ATHE_RS05260	WP_015907564.1	845	translation initiation factor IF-2
chr	NC_012034.1	1147159	1147557	+	31772403	-	ATHE_RS05265	WP_015907565.1	132	30S ribosome-binding factor RbfA
chr	NC_012034.1	1147554	1148510	+	31772404	-	ATHE_RS05270	WP_015907566.1	318	bifunctional oligoribonuclease/PAP phosphatase NrnA
chr	NC_012034.1	1148507	1149379	+	31772405	truB	ATHE_RS05275	WP_015907567.1	290	tRNA pseudouridine(55) synthase TruB
chr	NC_012034.1	1149366	1150283	+	31772406	ribF	ATHE_RS05280	WP_015907568.1	305	bifunctional riboflavin kinase/FAD synthetase
chr	NC_012034.1	1150402	1150668	+	31772407	-	ATHE_RS05285	WP_015907569.1	88	30S ribosomal protein S15
chr	NC_012034.1	1150730	1152835	+	31772408	-	ATHE_RS05290	WP_015907570.1	701	polyribonucleotide nucleotidyltransferase
chr	NC_012034.1	1152898	1153344	-	31772409	-	ATHE_RS05295	WP_015907571.1	148	threonine/serine exporter
chr	NC_012034.1	1153364	1154116	-	31772410	-	ATHE_RS05300	WP_015907572.1	250	threonine/serine exporter
chr	NC_012034.1	1154338	1155585	+	31772411	-	ATHE_RS05305	WP_015907573.1	415	serine hydroxymethyltransferase
chr	NC_012034.1	1155603	1156928	+	31772412	-	ATHE_RS05310	WP_015907574.1	441	replication-associated recombination protein A
chr	NC_012034.1	1156980	1158203	+	31772413	-	ATHE_RS05315	WP_015907575.1	407	NADP-dependent malic enzyme
chr	NC_012034.1	1158451	1160121	+	31772414	-	ATHE_RS05320	WP_015907576.1	556	transcription termination factor Rho
chr	NC_012034.1	1160296	1160868	+	31772415	-	ATHE_RS05325	WP_015907577.1	190	N-acetylmuramoyl-L-alanine amidase
chr	NC_012034.1	1160962	1161816	+	31772416	-	ATHE_RS05330	WP_015907578.1	284	DNA-3-methyladenine glycosylase 2
chr	NC_012034.1	1161847	1162551	+	31772417	-	ATHE_RS05335	WP_015907579.1	234	PrsW family intramembrane metalloprotease
chr	NC_012034.1	1162590	1163861	+	31772418	-	ATHE_RS05340	WP_015907580.1	423	MFS transporter
chr	NC_012034.1	1164004	1164213	+	31772419	-	ATHE_RS05345	WP_013430572.1	69	MULTISPECIES: 50S ribosomal protein L31
chr	NC_012034.1	1164293	1165234	+	31772420	-	ATHE_RS05350	WP_015907581.1	313	DUF1385 domain-containing protein
chr	NC_012034.1	1165224	1166090	+	31772421	prmC	ATHE_RS05355	WP_015907582.1	288	peptide chain release factor N(5)-glutamine methyltransferase
chr	NC_012034.1	1166115	1167182	+	31772422	-	ATHE_RS05360	WP_013430569.1	355	MULTISPECIES: peptide chain release factor 1
chr	NC_012034.1	1167247	1168044	+	31772423	-	ATHE_RS05365	WP_015907583.1	265	flagellar motor protein
chr	NC_012034.1	1168052	1168825	+	31772424	-	ATHE_RS05370	WP_013430567.1	257	MULTISPECIES: flagellar motor protein MotB
chr	NC_012034.1	1168902	1169669	+	31772425	-	ATHE_RS05375	WP_015907584.1	255	ZIP family metal transporter
chr	NC_012034.1	1169666	1170712	+	31772426	-	ATHE_RS05380	WP_015907585.1	348	threonylcarbamoyl-AMP synthase
chr	NC_012034.1	1170715	1171179	+	31772427	-	ATHE_RS05385	WP_015907586.1	154	low molecular weight protein arginine phosphatase
chr	NC_012034.1	1171176	1171640	+	31772428	-	ATHE_RS05390	WP_015907587.1	154	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
chr	NC_012034.1	1171700	1172581	-	31772429	argB	ATHE_RS05395	WP_015907588.1	293	acetylglutamate kinase
chr	NC_012034.1	1172610	1173641	-	31772430	-	ATHE_RS05400	WP_015907589.1	343	N-acetyl-gamma-glutamyl-phosphate reductase
chr	NC_012034.1	1173812	1175923	+	31772431	-	ATHE_RS05405	WP_015907590.1	703	AMIN domain-containing protein
chr	NC_012034.1	1175967	1176821	-	31772432	-	ATHE_RS05410	WP_015907591.1	284	Cof-type HAD-IIB family hydrolase
chr	NC_012034.1	1176997	1178907	+	31772433	-	ATHE_RS05415	WP_041727122.1	636	NADH-quinone oxidoreductase subunit L
chr	NC_012034.1	1178904	1179764	+	31772434	-	ATHE_RS05420	WP_015907593.1	286	NADH-quinone oxidoreductase subunit H
chr	NC_012034.1	1179787	1180251	+	31772435	-	ATHE_RS05425	WP_013411860.1	154	MULTISPECIES: NADH-quinone oxidoreductase subunit B
chr	NC_012034.1	1180235	1180606	+	31772436	-	ATHE_RS05430	WP_015907594.1	123	NADH-quinone oxidoreductase subunit C
chr	NC_012034.1	1180614	1181693	+	31772437	-	ATHE_RS05435	WP_013430555.1	359	MULTISPECIES: NADH dehydrogenase subunit D
chr	NC_012034.1	1181721	1182101	+	31772438	-	ATHE_RS05440	WP_013403526.1	126	MULTISPECIES: 4Fe-4S dicluster domain-containing protein
chr	NC_012034.1	1182153	1182494	+	31772439	hypA	ATHE_RS05445	WP_015907595.1	113	hydrogenase maturation nickel metallochaperone HypA
chr	NC_012034.1	1182496	1183158	+	31772440	hypB	ATHE_RS05450	WP_015907596.1	220	hydrogenase accessory protein HypB
chr	NC_012034.1	1183171	1185438	+	31772441	hypF	ATHE_RS05455	WP_015907597.1	755	carbamoyltransferase HypF
chr	NC_012034.1	1185454	1185681	+	31772442	hypC	ATHE_RS05460	WP_015907598.1	75	HypC/HybG/HupF family hydrogenase formation chaperone
chr	NC_012034.1	1185668	1186723	+	31772443	-	ATHE_RS05465	WP_015907599.1	351	hydrogenase formation protein HypD
chr	NC_012034.1	1186720	1187721	+	31772444	hypE	ATHE_RS05470	WP_015907600.1	333	hydrogenase expression/formation protein HypE
chr	NC_012034.1	1187755	1188444	+	31772445	-	ATHE_RS05475	WP_015907601.1	229	hypothetical protein
chr	NC_012034.1	1188469	1188672	+	31772446	-	ATHE_RS05480	WP_015907602.1	67	4Fe-4S dicluster domain-containing protein
chr	NC_012034.1	1188688	1189728	+	31772447	-	ATHE_RS05485	WP_041727367.1	346	3-methyl-2-oxobutanoate dehydrogenase subunit VorB
chr	NC_012034.1	1189767	1190507	+	31772448	-	ATHE_RS05490	WP_015907604.1	246	2-oxoglutarate oxidoreductase
chr	NC_012034.1	1190510	1191049	+	31772449	-	ATHE_RS05495	WP_015907605.1	179	2-oxoglutarate ferredoxin oxidoreductase subunit gamma
chr	NC_012034.1	1191058	1192434	+	31772450	-	ATHE_RS05500	WP_015907606.1	458	vanomycin resistance protein VanB
chr	NC_012034.1	1192453	1193118	+	31772451	-	ATHE_RS05505	WP_015907607.1	221	DUF2225 domain-containing protein
chr	NC_012034.1	1193192	1193665	+	31772452	-	ATHE_RS05510	WP_015907608.1	157	hypothetical protein
chr	NC_012034.1	1193729	1194643	-	31772453	-	ATHE_RS05515	WP_013403511.1	304	MULTISPECIES: winged helix-turn-helix transcriptional regulator
chr	NC_012034.1	1194918	1196435	+	31772454	-	ATHE_RS05520	WP_015907609.1	505	alpha-N-arabinofuranosidase
chr	NC_012034.1	1196600	1197916	+	31772455	-	ATHE_RS05525	WP_015907610.1	438	alpha-glucosidase/alpha-galactosidase
chr	NC_012034.1	1198014	1198490	-	31772456	-	ATHE_RS05530	WP_013432408.1	158	MULTISPECIES: GNAT family N-acetyltransferase
chr	NC_012034.1	1199478	1199765	+	31772457	-	ATHE_RS05535	WP_015907611.1	95	MULTISPECIES: plantaricin C family lantibiotic
chr	NC_012034.1	1199942	1203064	+	31772458	-	ATHE_RS05540	WP_015907612.1	1040	type 2 lantipeptide synthetase LanM
chr	NC_012034.1	1203114	1203872	+	31774140	-	ATHE_RS14100	WP_015907613.1	252	flavodoxin family protein
chr	NC_012034.1	1203941	1204852	+	31772459	-	ATHE_RS05550	WP_015907614.1	303	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_012034.1	1204845	1205597	+	31772460	-	ATHE_RS05555	WP_015907615.1	250	ABC transporter permease
chr	NC_012034.1	1205617	1206333	+	31772461	-	ATHE_RS05560	WP_015907616.1	238	ABC transporter permease
chr	NC_012034.1	1206355	1208568	+	31772462	-	ATHE_RS05565	WP_015907617.1	737	peptidase domain-containing ABC transporter
chr	NC_012034.1	1208792	1209274	-	31772463	-	ATHE_RS05570	WP_011917090.1	160	MULTISPECIES: GNAT family N-acetyltransferase
chr	NC_012034.1	1209439	1209933	+	31772464	-	ATHE_RS05575	WP_015907618.1	164	crossover junction endodeoxyribonuclease RuvC
chr	NC_012034.1	1209930	1210523	+	31772465	ruvA	ATHE_RS05580	WP_015907619.1	197	Holliday junction branch migration protein RuvA
chr	NC_012034.1	1210556	1211572	+	31772466	-	ATHE_RS05585	WP_015907620.1	338	Holliday junction branch migration DNA helicase RuvB
chr	NC_012034.1	1211569	1212105	+	31772467	-	ATHE_RS05590	WP_041727125.1	178	hypothetical protein
chr	NC_012034.1	1212274	1212585	+	31772468	rplU	ATHE_RS05595	WP_011917095.1	103	MULTISPECIES: 50S ribosomal protein L21
chr	NC_012034.1	1212601	1212942	+	31772469	-	ATHE_RS05600	WP_015907623.1	113	ribosomal-processing cysteine protease Prp
chr	NC_012034.1	1212926	1213225	+	31772470	-	ATHE_RS05605	WP_013290701.1	99	MULTISPECIES: 50S ribosomal protein L27
chr	NC_012034.1	1213331	1214614	+	31772471	-	ATHE_RS05610	WP_015907624.1	427	GTPase Obg
