TAG	Rep_gene	Rep_len	Rep_genome	Gene_cnt_chromosome	Gene_list_chromosome	Gene_cnt_plasmid	Gene_list_plasmid	Genome_cnt	Genome_list	1121259.3	1214564.3	1387555.3	1387557.3	1387569.3	31899.1	351627.8	608506.3	632292.3	632335.8	632348.3	632516.3	632518.3	most_common_function	function_proportion	count_result
TAG2456	fig|1387569.3.peg.1443	108	1387569.3	5	fig|1387555.3.peg.996,fig|1387569.3.peg.1443,fig|632348.3.peg.832|Calkro_0782,fig|632516.3.peg.1133|CallaDRAFT_1073,fig|632518.3.peg.1748|Calow_1649	0	-	5	1387555.3;1387569.3;632348.3;632516.3;632518.3	-	-	996	-	1443	-	-	-	-	-	832	1133	1748	hypothetical protein	1.0	Counter({'hypothetical protein': 5})
TAG2457	fig|1387569.3.peg.1446	63	1387569.3	1	fig|1387569.3.peg.1446	0	-	1	1387569.3	-	-	-	-	1446	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG2458	fig|1387569.3.peg.1447	40	1387569.3	1	fig|1387569.3.peg.1447	0	-	1	1387569.3	-	-	-	-	1447	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG2459	fig|1387569.3.peg.1448	319	1387569.3	9	fig|1121259.3.peg.2165,fig|1387555.3.peg.999,fig|1387569.3.peg.1448,fig|632335.8.peg.120|Calkr_0089,fig|632335.8.peg.1674|Calkr_1546,fig|632348.3.peg.835|Calkro_0785,fig|632516.3.peg.1129|CallaDRAFT_1069,fig|632516.3.peg.520|CallaDRAFT_0499,fig|632518.3.peg.1745|Calow_1646	0	-	7	1121259.3;1387555.3;1387569.3;632335.8;632348.3;632516.3;632518.3	2165	-	999	-	1448	-	-	-	-	120,1674	835	1129,520	1745	site-specific recombinase XerD	1.0	Counter({'site-specific recombinase XerD': 9})
TAG2460	fig|1387569.3.peg.1449	131	1387569.3	13	fig|1121259.3.peg.1982,fig|1214564.3.peg.673,fig|1387555.3.peg.1232,fig|1387557.3.peg.1770,fig|1387569.3.peg.1449,fig|31899.10.peg.2012|SAMN05216182_1801,fig|351627.8.peg.2374|Csac_2192,fig|608506.3.peg.1132|COB47_1037,fig|632292.3.peg.1304|Calhy_1220,fig|632335.8.peg.1676|Calkr_1547,fig|632348.3.peg.1271|Calkro_1197,fig|632516.3.peg.1128|CallaDRAFT_1068,fig|632518.3.peg.1378|Calow_1292	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1982	673	1232	1770	1449	2012	2374	1132	1304	1676	1271	1128	1378	UPF0047 protein Bsu YugU	1.0	Counter({'UPF0047 protein Bsu YugU': 13})
TAG2461	fig|1387569.3.peg.1453	269	1387569.3	13	fig|1121259.3.peg.1986,fig|1214564.3.peg.677,fig|1387555.3.peg.1228,fig|1387557.3.peg.1774,fig|1387569.3.peg.1453,fig|31899.10.peg.2016|SAMN05216182_1805,fig|351627.8.peg.2379|Csac_2197,fig|608506.3.peg.1128|COB47_1033,fig|632292.3.peg.1300|Calhy_1216,fig|632335.8.peg.1680|Calkr_1551,fig|632348.3.peg.1267|Calkro_1193,fig|632516.3.peg.1124|CallaDRAFT_1064,fig|632518.3.peg.1382|Calow_1296	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1986	677	1228	1774	1453	2016	2379	1128	1300	1680	1267	1124	1382	hypothetical protein	1.0	Counter({'hypothetical protein': 13})
TAG2462	fig|1387569.3.peg.1455	550	1387569.3	13	fig|1121259.3.peg.1988,fig|1214564.3.peg.679,fig|1387555.3.peg.1226,fig|1387557.3.peg.1776,fig|1387569.3.peg.1455,fig|31899.10.peg.2018|SAMN05216182_1807,fig|351627.8.peg.2381|Csac_2199,fig|608506.3.peg.1126|COB47_1031,fig|632292.3.peg.1298|Calhy_1214,fig|632335.8.peg.1682|Calkr_1553,fig|632348.3.peg.1265|Calkro_1191,fig|632516.3.peg.1122|CallaDRAFT_1062,fig|632518.3.peg.1384|Calow_1298	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1988	679	1226	1776	1455	2018	2381	1126	1298	1682	1265	1122	1384	Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3)	1.0	Counter({'Pyridine nucleotide-disulfide oxidoreductase; NADH dehydrogenase (EC 1.6.99.3)': 13})
TAG2463	fig|1387569.3.peg.1456	182	1387569.3	1	fig|1387569.3.peg.1456	0	-	1	1387569.3	-	-	-	-	1456	-	-	-	-	-	-	-	-	Cation-transporting ATPase, E1-E2 family	1.0	Counter({'Cation-transporting ATPase, E1-E2 family': 1})
TAG2464	fig|1387569.3.peg.1458	65	1387569.3	1	fig|1387569.3.peg.1458	0	-	1	1387569.3	-	-	-	-	1458	-	-	-	-	-	-	-	-	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1	1.0	Counter({'Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1': 1})
TAG2465	fig|1387569.3.peg.1459	98	1387569.3	1	fig|1387569.3.peg.1459	0	-	1	1387569.3	-	-	-	-	1459	-	-	-	-	-	-	-	-	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1	1.0	Counter({'Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1': 1})
TAG2466	fig|1387569.3.peg.1460	126	1387569.3	1	fig|1387569.3.peg.1460	0	-	1	1387569.3	-	-	-	-	1460	-	-	-	-	-	-	-	-	Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2	1.0	Counter({'Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2': 1})
TAG2467	fig|1387569.3.peg.1462	129	1387569.3	13	fig|1121259.3.peg.1993,fig|1214564.3.peg.684,fig|1387555.3.peg.1222,fig|1387557.3.peg.1781,fig|1387569.3.peg.1462,fig|31899.10.peg.2023|SAMN05216182_1812,fig|351627.8.peg.2386|Csac_2204,fig|608506.3.peg.1121|COB47_1026,fig|632292.3.peg.1293|Calhy_1209,fig|632335.8.peg.1687|Calkr_1558,fig|632348.3.peg.1260|Calkro_1186,fig|632516.3.peg.1116|CallaDRAFT_1056,fig|632518.3.peg.1389|Calow_1303	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1993	684	1222	1781	1462	2023	2386	1121	1293	1687	1260	1116	1389	LSU ribosomal protein L7p/L12p (P1/P2)	1.0	Counter({'LSU ribosomal protein L7p/L12p (P1/P2)': 13})
TAG2468	fig|1387569.3.peg.1464	230	1387569.3	13	fig|1121259.3.peg.1995,fig|1214564.3.peg.686,fig|1387555.3.peg.1220,fig|1387557.3.peg.1783,fig|1387569.3.peg.1464,fig|31899.10.peg.2025|SAMN05216182_1814,fig|351627.8.peg.2388|Csac_2206,fig|608506.3.peg.1119|COB47_1024,fig|632292.3.peg.1291|Calhy_1207,fig|632335.8.peg.1689|Calkr_1560,fig|632348.3.peg.1258|Calkro_1184,fig|632516.3.peg.1114|CallaDRAFT_1054,fig|632518.3.peg.1391|Calow_1305	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1995	686	1220	1783	1464	2025	2388	1119	1291	1689	1258	1114	1391	LSU ribosomal protein L1p (L10Ae)	1.0	Counter({'LSU ribosomal protein L1p (L10Ae)': 13})
TAG2469	fig|1387569.3.peg.1465	141	1387569.3	13	fig|1121259.3.peg.1996,fig|1214564.3.peg.687,fig|1387555.3.peg.1219,fig|1387557.3.peg.1784,fig|1387569.3.peg.1465,fig|31899.10.peg.2026|SAMN05216182_1815,fig|351627.8.peg.2389|Csac_2207,fig|608506.3.peg.1118|COB47_1023,fig|632292.3.peg.1290|Calhy_1206,fig|632335.8.peg.1690|Calkr_1561,fig|632348.3.peg.1257|Calkro_1183,fig|632516.3.peg.1113|CallaDRAFT_1053,fig|632518.3.peg.1392|Calow_1306	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1996	687	1219	1784	1465	2026	2389	1118	1290	1690	1257	1113	1392	LSU ribosomal protein L11p (L12e)	1.0	Counter({'LSU ribosomal protein L11p (L12e)': 13})
TAG2470	fig|1387569.3.peg.1468	54	1387569.3	12	fig|1121259.3.peg.1999,fig|1214564.3.peg.690,fig|1387555.3.peg.1216,fig|1387557.3.peg.1787,fig|1387569.3.peg.1468,fig|31899.10.peg.2029|SAMN05216182_1818,fig|351627.8.peg.2392|Csac_2210,fig|632292.3.peg.1287|Calhy_1203,fig|632335.8.peg.1693|Calkr_1564,fig|632348.3.peg.1254|Calkro_1180,fig|632516.3.peg.1110|CallaDRAFT_1050,fig|632518.3.peg.1395|Calow_1309	0	-	12	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	1999	690	1216	1787	1468	2029	2392	-	1287	1693	1254	1110	1395	LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent	1.0	Counter({'LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent': 12})
TAG2471	fig|1387569.3.peg.147	337	1387569.3	1	fig|1387569.3.peg.147	0	-	1	1387569.3	-	-	-	-	147	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG2472	fig|1387569.3.peg.1470	250	1387569.3	13	fig|1121259.3.peg.2002,fig|1214564.3.peg.692,fig|1387555.3.peg.1214,fig|1387557.3.peg.1789,fig|1387569.3.peg.1470,fig|31899.10.peg.2031|SAMN05216182_1822,fig|351627.8.peg.2405|Csac_2223,fig|608506.3.peg.1112|COB47_1018,fig|632292.3.peg.1285|Calhy_1201,fig|632335.8.peg.1696|Calkr_1566,fig|632348.3.peg.1252|Calkro_1178,fig|632516.3.peg.1107|CallaDRAFT_1048,fig|632518.3.peg.1397|Calow_1311	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2002	692	1214	1789	1470	2031	2405	1112	1285	1696	1252	1107	1397	hypothetical protein	1.0	Counter({'hypothetical protein': 13})
TAG2473	fig|1387569.3.peg.1471	226	1387569.3	13	fig|1121259.3.peg.2003,fig|1214564.3.peg.693,fig|1387555.3.peg.1213,fig|1387557.3.peg.1790,fig|1387569.3.peg.1471,fig|31899.10.peg.2032|SAMN05216182_1823,fig|351627.8.peg.2406|Csac_2224,fig|608506.3.peg.1111|COB47_1017,fig|632292.3.peg.1284|Calhy_1200,fig|632335.8.peg.1697|Calkr_1567,fig|632348.3.peg.1251|Calkro_1177,fig|632516.3.peg.1106|CallaDRAFT_1047,fig|632518.3.peg.1398|Calow_1312	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2003	693	1213	1790	1471	2032	2406	1111	1284	1697	1251	1106	1398	Transcriptional regulator, GntR family	0.923076923077	Counter({'Transcriptional regulator, GntR family': 12, 'Predicted regulator PutR for proline utilization, GntR family': 1})
TAG2474	fig|1387569.3.peg.1473	236	1387569.3	1	fig|1387569.3.peg.1473	0	-	1	1387569.3	-	-	-	-	1473	-	-	-	-	-	-	-	-	Asparagine synthetase	1.0	Counter({'Asparagine synthetase': 1})
TAG2475	fig|1387569.3.peg.1474	208	1387569.3	1	fig|1387569.3.peg.1474	0	-	1	1387569.3	-	-	-	-	1474	-	-	-	-	-	-	-	-	Asparagine synthetase	1.0	Counter({'Asparagine synthetase': 1})
TAG2476	fig|1387569.3.peg.1475	149	1387569.3	1	fig|1387569.3.peg.1475	0	-	1	1387569.3	-	-	-	-	1475	-	-	-	-	-	-	-	-	Asparagine synthetase	1.0	Counter({'Asparagine synthetase': 1})
TAG2477	fig|1387569.3.peg.1476	356	1387569.3	13	fig|1121259.3.peg.2006,fig|1214564.3.peg.696,fig|1387555.3.peg.1211,fig|1387557.3.peg.1793,fig|1387569.3.peg.1476,fig|31899.10.peg.2035|SAMN05216182_1827,fig|351627.8.peg.2409|Csac_2227,fig|608506.3.peg.1108|COB47_1014,fig|632292.3.peg.1281|Calhy_1197,fig|632335.8.peg.1700|Calkr_1570,fig|632348.3.peg.1248|Calkro_1174,fig|632516.3.peg.1103|CallaDRAFT_1044,fig|632518.3.peg.1403|Calow_1318	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2006	696	1211	1793	1476	2035	2409	1108	1281	1700	1248	1103	1403	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	1.0	Counter({'Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)': 13})
TAG2478	fig|1387569.3.peg.1477	1077	1387569.3	13	fig|1121259.3.peg.2007,fig|1214564.3.peg.697,fig|1387555.3.peg.1210,fig|1387557.3.peg.1794,fig|1387569.3.peg.1477,fig|31899.10.peg.2036|SAMN05216182_1828,fig|351627.8.peg.2410|Csac_2228,fig|608506.3.peg.1107|COB47_1013,fig|632292.3.peg.1280|Calhy_1196,fig|632335.8.peg.1701|Calkr_1571,fig|632348.3.peg.1247|Calkro_1173,fig|632516.3.peg.1102|CallaDRAFT_1043,fig|632518.3.peg.1404|Calow_1319	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2007	697	1210	1794	1477	2036	2410	1107	1280	1701	1247	1102	1404	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	1.0	Counter({'Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)': 13})
TAG2479	fig|1387569.3.peg.1478	308	1387569.3	13	fig|1121259.3.peg.2008,fig|1214564.3.peg.698,fig|1387555.3.peg.1209,fig|1387557.3.peg.1795,fig|1387569.3.peg.1478,fig|31899.10.peg.2037|SAMN05216182_1829,fig|351627.8.peg.2411|Csac_2229,fig|608506.3.peg.1106|COB47_1012,fig|632292.3.peg.1279|Calhy_1195,fig|632335.8.peg.1702|Calkr_1572,fig|632348.3.peg.1246|Calkro_1172,fig|632516.3.peg.1101|CallaDRAFT_1042,fig|632518.3.peg.1405|Calow_1320	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2008	698	1209	1795	1478	2037	2411	1106	1279	1702	1246	1101	1405	Ornithine carbamoyltransferase (EC 2.1.3.3)	1.0	Counter({'Ornithine carbamoyltransferase (EC 2.1.3.3)': 13})
TAG2480	fig|1387569.3.peg.148	138	1387569.3	1	fig|1387569.3.peg.148	0	-	1	1387569.3	-	-	-	-	148	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG2481	fig|1387569.3.peg.1481	204	1387569.3	13	fig|1121259.3.peg.1697,fig|1214564.3.peg.701,fig|1387555.3.peg.1206,fig|1387557.3.peg.1953,fig|1387569.3.peg.1481,fig|31899.10.peg.2201|SAMN05216182_1983,fig|351627.8.peg.2414|Csac_2232,fig|608506.3.peg.973|COB47_0893,fig|632292.3.peg.1138|Calhy_1059,fig|632335.8.peg.1840|Calkr_1706,fig|632348.3.peg.1085|Calkro_1023,fig|632516.3.peg.2043|CallaDRAFT_1972,fig|632518.3.peg.1522|Calow_1432	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1697	701	1206	1953	1481	2201	2414	973	1138	1840	1085	2043	1522	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	1.0	Counter({'Phosphoribosylanthranilate isomerase (EC 5.3.1.24)': 13})
TAG2482	fig|1387569.3.peg.1482	260	1387569.3	13	fig|1121259.3.peg.1696,fig|1214564.3.peg.702,fig|1387555.3.peg.1205,fig|1387557.3.peg.1954,fig|1387569.3.peg.1482,fig|31899.10.peg.2202|SAMN05216182_1984,fig|351627.8.peg.2415|Csac_2233,fig|608506.3.peg.972|COB47_0892,fig|632292.3.peg.1137|Calhy_1058,fig|632335.8.peg.1841|Calkr_1707,fig|632348.3.peg.1084|Calkro_1022,fig|632516.3.peg.2042|CallaDRAFT_1971,fig|632518.3.peg.1523|Calow_1433	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1696	702	1205	1954	1482	2202	2415	972	1137	1841	1084	2042	1523	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	1.0	Counter({'Indole-3-glycerol phosphate synthase (EC 4.1.1.48)': 13})
TAG2483	fig|1387569.3.peg.1484	203	1387569.3	13	fig|1121259.3.peg.1694,fig|1214564.3.peg.704,fig|1387555.3.peg.1203,fig|1387557.3.peg.1956,fig|1387569.3.peg.1484,fig|31899.10.peg.2204|SAMN05216182_1986,fig|351627.8.peg.2417|Csac_2235,fig|608506.3.peg.970|COB47_0890,fig|632292.3.peg.1135|Calhy_1056,fig|632335.8.peg.1843|Calkr_1709,fig|632348.3.peg.1082|Calkro_1020,fig|632516.3.peg.2040|CallaDRAFT_1969,fig|632518.3.peg.1525|Calow_1435	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1694	704	1203	1956	1484	2204	2417	970	1135	1843	1082	2040	1525	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	1.0	Counter({'Anthranilate synthase, amidotransferase component (EC 4.1.3.27)': 13})
TAG2484	fig|1387569.3.peg.1488	290	1387569.3	13	fig|1121259.3.peg.1689,fig|1214564.3.peg.708,fig|1387555.3.peg.1199,fig|1387557.3.peg.1960,fig|1387569.3.peg.1488,fig|31899.10.peg.2208|SAMN05216182_1990,fig|351627.8.peg.2421|Csac_2239,fig|608506.3.peg.966|COB47_0886,fig|632292.3.peg.1130|Calhy_1052,fig|632335.8.peg.1848|Calkr_1713,fig|632348.3.peg.1078|Calkro_1016,fig|632516.3.peg.2034|CallaDRAFT_1964,fig|632518.3.peg.1529|Calow_1439	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1689	708	1199	1960	1488	2208	2421	966	1130	1848	1078	2034	1529	Endonuclease IV (EC 3.1.21.2)	1.0	Counter({'Endonuclease IV (EC 3.1.21.2)': 13})
TAG2485	fig|1387569.3.peg.1489	172	1387569.3	13	fig|1121259.3.peg.1688,fig|1214564.3.peg.709,fig|1387555.3.peg.1198,fig|1387557.3.peg.1961,fig|1387569.3.peg.1489,fig|31899.10.peg.2209|SAMN05216182_1991,fig|351627.8.peg.2422|Csac_2240,fig|608506.3.peg.965|COB47_0885,fig|632292.3.peg.1129|Calhy_1051,fig|632335.8.peg.1849|Calkr_1714,fig|632348.3.peg.1077|Calkro_1015,fig|632516.3.peg.2033|CallaDRAFT_1963,fig|632518.3.peg.1530|Calow_1440	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1688	709	1198	1961	1489	2209	2422	965	1129	1849	1077	2033	1530	Shikimate kinase I (EC 2.7.1.71)	1.0	Counter({'Shikimate kinase I (EC 2.7.1.71)': 13})
TAG2486	fig|1387569.3.peg.149	567	1387569.3	1	fig|1387569.3.peg.149	0	-	1	1387569.3	-	-	-	-	149	-	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG2487	fig|1387569.3.peg.1491	40	1387569.3	1	fig|1387569.3.peg.1491	0	-	1	1387569.3	-	-	-	-	1491	-	-	-	-	-	-	-	-	Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1) / Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)	1.0	Counter({'Pyruvate:ferredoxin oxidoreductase, alpha subunit (EC 1.2.7.1) / Pyruvate:ferredoxin oxidoreductase, beta subunit (EC 1.2.7.1)': 1})
TAG2488	fig|1387569.3.peg.1493	339	1387569.3	13	fig|1121259.3.peg.565,fig|1214564.3.peg.470,fig|1387555.3.peg.1195,fig|1387557.3.peg.1970,fig|1387569.3.peg.1493,fig|31899.10.peg.2218|SAMN05216182_2005,fig|351627.8.peg.2431|Csac_2249,fig|608506.3.peg.955|COB47_0875,fig|632292.3.peg.1119|Calhy_1041,fig|632335.8.peg.1859|Calkr_1723,fig|632348.3.peg.1068|Calkro_1006,fig|632516.3.peg.1653|CallaDRAFT_1585,fig|632518.3.peg.1542|Calow_1451	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	565	470	1195	1970	1493	2218	2431	955	1119	1859	1068	1653	1542	Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1) / Pyruvate:ferredoxin oxidoreductase, delta subunit (EC 1.2.7.1)	1.0	Counter({'Pyruvate:ferredoxin oxidoreductase, gamma subunit (EC 1.2.7.1) / Pyruvate:ferredoxin oxidoreductase, delta subunit (EC 1.2.7.1)': 13})
TAG2489	fig|1387569.3.peg.1494	416	1387569.3	13	fig|1121259.3.peg.566,fig|1214564.3.peg.469,fig|1387555.3.peg.1194,fig|1387557.3.peg.1971,fig|1387569.3.peg.1494,fig|31899.10.peg.2219|SAMN05216182_2006,fig|351627.8.peg.2432|Csac_2250,fig|608506.3.peg.954|COB47_0874,fig|632292.3.peg.1118|Calhy_1040,fig|632335.8.peg.1860|Calkr_1724,fig|632348.3.peg.1067|Calkro_1005,fig|632516.3.peg.1652|CallaDRAFT_1584,fig|632518.3.peg.1543|Calow_1452	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	566	469	1194	1971	1494	2219	2432	954	1118	1860	1067	1652	1543	CCA tRNA nucleotidyltransferase (EC 2.7.7.72)	1.0	Counter({'CCA tRNA nucleotidyltransferase (EC 2.7.7.72)': 13})
TAG2490	fig|1387569.3.peg.1495	266	1387569.3	13	fig|1121259.3.peg.567,fig|1214564.3.peg.468,fig|1387555.3.peg.1193,fig|1387557.3.peg.1972,fig|1387569.3.peg.1495,fig|31899.10.peg.2220|SAMN05216182_2007,fig|351627.8.peg.2433|Csac_2251,fig|608506.3.peg.953|COB47_0873,fig|632292.3.peg.1117|Calhy_1039,fig|632335.8.peg.1861|Calkr_1725,fig|632348.3.peg.1066|Calkro_1004,fig|632516.3.peg.1650|CallaDRAFT_1583,fig|632518.3.peg.1544|Calow_1453	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	567	468	1193	1972	1495	2220	2433	953	1117	1861	1066	1650	1544	Histidinol-phosphatase (EC 3.1.3.15)	1.0	Counter({'Histidinol-phosphatase (EC 3.1.3.15)': 13})
TAG2491	fig|1387569.3.peg.1496	361	1387569.3	13	fig|1121259.3.peg.568,fig|1214564.3.peg.467,fig|1387555.3.peg.1192,fig|1387557.3.peg.1973,fig|1387569.3.peg.1496,fig|31899.10.peg.2221|SAMN05216182_2008,fig|351627.8.peg.2434|Csac_2252,fig|608506.3.peg.952|COB47_0872,fig|632292.3.peg.1116|Calhy_1038,fig|632335.8.peg.1862|Calkr_1726,fig|632348.3.peg.1065|Calkro_1003,fig|632516.3.peg.1649|CallaDRAFT_1582,fig|632518.3.peg.1545|Calow_1454	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	568	467	1192	1973	1496	2221	2434	952	1116	1862	1065	1649	1545	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	1.0	Counter({'tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)': 13})
TAG2492	fig|1387569.3.peg.1498	397	1387569.3	13	fig|1121259.3.peg.570,fig|1214564.3.peg.465,fig|1387555.3.peg.1190,fig|1387557.3.peg.1975,fig|1387569.3.peg.1498,fig|31899.10.peg.2223|SAMN05216182_2010,fig|351627.8.peg.2436|Csac_2254,fig|608506.3.peg.950|COB47_0870,fig|632292.3.peg.1114|Calhy_1036,fig|632335.8.peg.1864|Calkr_1728,fig|632348.3.peg.1063|Calkro_1001,fig|632516.3.peg.1647|CallaDRAFT_1580,fig|632518.3.peg.1547|Calow_1456	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	570	465	1190	1975	1498	2223	2436	950	1114	1864	1063	1647	1547	Cysteine desulfurase (EC 2.8.1.7)	1.0	Counter({'Cysteine desulfurase (EC 2.8.1.7)': 13})
TAG2493	fig|1387569.3.peg.1499	84	1387569.3	1	fig|1387569.3.peg.1499	0	-	1	1387569.3	-	-	-	-	1499	-	-	-	-	-	-	-	-	Iron-sulfur cluster regulator IscR	1.0	Counter({'Iron-sulfur cluster regulator IscR': 1})
TAG2494	fig|1387569.3.peg.15	838	1387569.3	13	fig|1121259.3.peg.1468,fig|1214564.3.peg.1773,fig|1387555.3.peg.557,fig|1387557.3.peg.115,fig|1387569.3.peg.15,fig|31899.10.peg.204|SAMN05216182_0126,fig|351627.8.peg.563|Csac_0490,fig|608506.3.peg.2414|COB47_2246,fig|632292.3.peg.2664|Calhy_2533,fig|632335.8.peg.2737|Calkr_2521,fig|632348.3.peg.2621|Calkro_2481,fig|632516.3.peg.821|CallaDRAFT_0786,fig|632518.3.peg.2364|Calow_2205	0	-	13	1121259.3;1214564.3;1387555.3;1387557.3;1387569.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1468	1773	557	115	15	204	563	2414	2664	2737	2621	821	2364	Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	1.0	Counter({'Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)': 13})
TAG2495	fig|1387569.3.peg.150	162	1387569.3	1	fig|1387569.3.peg.150	0	-	1	1387569.3	-	-	-	-	150	-	-	-	-	-	-	-	-	hypothetical protein	1.0	Counter({'hypothetical protein': 1})
TAG2496	fig|1387569.3.peg.1500	77	1387569.3	1	fig|1387569.3.peg.1500	0	-	1	1387569.3	-	-	-	-	1500	-	-	-	-	-	-	-	-	Iron-sulfur cluster regulator IscR	1.0	Counter({'Iron-sulfur cluster regulator IscR': 1})
TAG2497	fig|1387569.3.peg.1501	157	1387569.3	1	fig|1387569.3.peg.1501	0	-	1	1387569.3	-	-	-	-	1501	-	-	-	-	-	-	-	-	Methyltransferase type 11	1.0	Counter({'Methyltransferase type 11': 1})
TAG2498	fig|1387569.3.peg.1502	567	1387569.3	1	fig|1387569.3.peg.1502	0	-	1	1387569.3	-	-	-	-	1502	-	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
TAG2499	fig|1387569.3.peg.1506	567	1387569.3	1	fig|1387569.3.peg.1506	0	-	1	1387569.3	-	-	-	-	1506	-	-	-	-	-	-	-	-	Mobile element protein	1.0	Counter({'Mobile element protein': 1})
