patric_id	KO	COG	COG_function
fig|31899.10.peg.1419		L	transposase (IS4 family) protein
fig|31899.10.peg.1420		L	transposase (IS4 family) protein
fig|31899.10.peg.1423	K01990	V	(ABC) transporter
fig|31899.10.peg.1426		L	transposase (IS4 family) protein
fig|31899.10.peg.1427		S	NA
fig|31899.10.peg.1428		S	NA
fig|31899.10.peg.1429	"K01885,K09698"	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)
fig|31899.10.peg.1430		S	ig domain protein group 2 domain protein
fig|31899.10.peg.1432		"D, Z"	"regulator of chromosome condensation, RCC1"
fig|31899.10.peg.1435		L	transposase (IS4 family) protein
fig|31899.10.peg.1436		L	transposase (IS4 family) protein
fig|31899.10.peg.1437		S	NA
fig|31899.10.peg.1438	K07979	K	Transcriptional regulator
fig|31899.10.peg.1439		S	NA
fig|31899.10.peg.1440	K06889	S	X-Pro dipeptidyl-peptidase (S15 family)
fig|31899.10.peg.1441	K01990	V	ABC transporter
fig|31899.10.peg.1444	K09787	S	Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY ffh. May be a regulatory protein (By similarity)
fig|31899.10.peg.1445	K03106	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY
fig|31899.10.peg.1446	K02959	J	30s ribosomal protein S16
fig|31899.10.peg.1447	K06960	S	UPF0109 protein
fig|31899.10.peg.1448	K02860	J	"An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes (By similarity)"
fig|31899.10.peg.1449	"K00554,K01770"	J	Specifically methylates guanosine-37 in various tRNAs (By similarity)
fig|31899.10.peg.1451	K02884	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site (By similarity)
fig|31899.10.peg.1452	K14540	K	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity (By similarity)
fig|31899.10.peg.1453	K03470	L	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids (By similarity)
fig|31899.10.peg.1454		S	NA
fig|31899.10.peg.1455	K04061	S	flagellar
fig|31899.10.peg.1456	K07460	L	UPF0102 protein
fig|31899.10.peg.1457	K06410	S	Dipicolinate synthase subunit A
fig|31899.10.peg.1458	K06411	H	"Dipicolinic acid synthetase, b subunit"
fig|31899.10.peg.1459	K03466	D	cell division protein FtsK
fig|31899.10.peg.1460		C	upf0313 protein
fig|31899.10.peg.1461	K01491	H	"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate (By similarity)"
fig|31899.10.peg.1462	"K06168,K14441,K18707"	J	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12 (By similarity)
fig|31899.10.peg.1463	"K00995,K08744"	I	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
fig|31899.10.peg.1464	"K03742,K03743"	H	competence damage-inducible protein
fig|31899.10.peg.1465	K03553	L	"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)"
fig|31899.10.peg.1467	K18682	S	Endoribonuclease that initiates mRNA decay (By similarity)
fig|31899.10.peg.1468	K09769	S	metallophosphoesterase
fig|31899.10.peg.1469	K06390	S	stage iii sporulation protein aa
fig|31899.10.peg.1471	K06392	S	Stage III sporulation protein AC
fig|31899.10.peg.1472	K06393	S	Stage iii sporulation protein ad
fig|31899.10.peg.1473	K06394	S	stage III sporulation protein AE
fig|31899.10.peg.1474	K06395	S	Stage III sporulation protein af
fig|31899.10.peg.1475	K06396	S	Inherit from NOG: stage iii sporulation protein ag
fig|31899.10.peg.1477		S	alkaline shock protein
fig|31899.10.peg.1478		S	Pfam:DUF322
fig|31899.10.peg.1479		S	Small integral membrane protein (DUF2273)
fig|31899.10.peg.1480	K03625	K	Involved in the transcription termination process (By similarity)
fig|31899.10.peg.1481	K03601	L	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)"
fig|31899.10.peg.1482	K03602	L	"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides (By similarity)"
fig|31899.10.peg.1483	"K00795,K13789"	H	Polyprenyl synthetase
fig|31899.10.peg.1485		G	Major facilitator superfamily MFS_1
fig|31899.10.peg.1486	K04769	K	stage v sporulation protein t
fig|31899.10.peg.1487		S	NA
fig|31899.10.peg.1488	K00179	C	indolepyruvate ferredoxin oxidoreductase
fig|31899.10.peg.1489	K00180	C	oxidoreductase
fig|31899.10.peg.1490	K01912	Q	phenylacetate--CoA ligase (EC 6.2.1.30)
fig|31899.10.peg.1492		S	Membrane
fig|31899.10.peg.1493		S	NA
fig|31899.10.peg.1495	K06929	S	CoA-binding domain protein
fig|31899.10.peg.1496		S	"Toxin-antitoxin system, antitoxin component, HicB family"
fig|31899.10.peg.1497		N	YcfA family
fig|31899.10.peg.1499		K	rNA polymerase sigma
fig|31899.10.peg.1501		S	NA
fig|31899.10.peg.1506	K06919	L	prophage primase
fig|31899.10.peg.1507		S	DNA binding domain-containing protein
fig|31899.10.peg.1508		K	XRE family Transcriptional regulator
fig|31899.10.peg.1509		S	Pfam:DUF820
fig|31899.10.peg.1510	K14059	L	Integrase
fig|31899.10.peg.1511	K09116	S	Protein of unknown function DUF89
fig|31899.10.peg.1512		"B, Q"	Histone deacetylase
fig|31899.10.peg.1513		"E, Q"	Hydantoinase oxoprolinase
fig|31899.10.peg.1514	K02902	S	YicC domain protein
fig|31899.10.peg.1515	K09777	S	UPF0296 protein
fig|31899.10.peg.1516	K00942	F	"Essential for recycling GMP and indirectly, cGMP (By similarity)"
fig|31899.10.peg.1517	K03060	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)
fig|31899.10.peg.1518	"K01598,K13038"	H	Phosphopantothenoylcysteine decarboxylase
fig|31899.10.peg.1519	"K01990,K04066"	L	Primosomal protein n'
fig|31899.10.peg.1520	K01462	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)
fig|31899.10.peg.1521	"K00604,K01992"	J	Modifies the free amino group of the aminoacyl moiety of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by (I) promoting its recognition by IF2 and (II) impairing its binding to EFTu-GTP (By similarity)
fig|31899.10.peg.1522	K06973	S	zinc metallopeptidase
fig|31899.10.peg.1523	K03500	J	ribosomal RNA small subunit methyltransferase
fig|31899.10.peg.1524	K06941	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs
fig|31899.10.peg.1525	"K01090,K20074"	T	phosphatase
fig|31899.10.peg.1526	"K08884,K12132"	T	serine threonine protein kinase
fig|31899.10.peg.1527	K06949	G	May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)
fig|31899.10.peg.1528	K01783	G	ribulose-phosphate 3-epimerase
fig|31899.10.peg.1529	K09748	S	Required for maturation of 30S ribosomal subunits (By similarity)
fig|31899.10.peg.1530	K02600	K	Transcription elongation factor NusA
fig|31899.10.peg.1531	K07742	K	Nucleic-acid-binding protein implicated in transcription termination
fig|31899.10.peg.1532	K02519	J	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)
fig|31899.10.peg.1533	K02834	J	Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Essential for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA (By similarity)
fig|31899.10.peg.1534	K06881	J	phosphoesterase RecJ domain protein
fig|31899.10.peg.1535	K03177	J	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs (By similarity)
fig|31899.10.peg.1536	K11753	H	riboflavin biosynthesis protein ribF
fig|31899.10.peg.1537	K02956	J	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome (By similarity)
fig|31899.10.peg.1538	K00962	J	Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3'- to 5'-direction (By similarity)
fig|31899.10.peg.1539		S	Membrane
fig|31899.10.peg.1540		S	Membrane
fig|31899.10.peg.1541	K00600	E	"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)"
fig|31899.10.peg.1542	K07478	L	recombination factor protein RarA
fig|31899.10.peg.1543	"K00027,K00029"	C	malate dehydrogenase (Oxaloacetate-decarboxylating)
fig|31899.10.peg.1544	K03628	K	"Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template (By similarity)"
fig|31899.10.peg.1545	K01448	M	n-acetylmuramoyl-l-alanine amidase
fig|31899.10.peg.1546	K03660	L	8-oxoguanine DNA glycosylase
fig|31899.10.peg.1547		S	Involved in the degradation of specific anti-sigma factors (By similarity)
fig|31899.10.peg.1548		G	Major facilitator superfamily MFS_1
fig|31899.10.peg.1549	K02909	J	Binds the 23S rRNA (By similarity)
fig|31899.10.peg.1550	K09153	J	Metal-dependent enzyme
fig|31899.10.peg.1551	"K02493,K07320"	J	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif (By similarity)
fig|31899.10.peg.1552	K02835	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA (By similarity)
fig|31899.10.peg.1553	K02556	N	MotA TolQ exbB proton channel
fig|31899.10.peg.1554	K02557	N	ompa motb domain protein
fig|31899.10.peg.1555	K07238	P	Mediates zinc uptake. May also transport other divalent cations (By similarity)
fig|31899.10.peg.1556	K07566	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)
fig|31899.10.peg.1557	K01104	T	Protein tyrosine phosphatase
fig|31899.10.peg.1558	K00783	S	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA (By similarity)
fig|31899.10.peg.1559	K00930	E	nag kinase
fig|31899.10.peg.1560	K00145	E	N-acetylglutamate semialdehyde dehydrogenase
fig|31899.10.peg.1561	K01448	M	n-acetylmuramoyl-l-alanine amidase
fig|31899.10.peg.1562	K07024	S	Hydrolase
fig|31899.10.peg.1563	"K05565,K14086"	C	NADH Ubiquinone plastoquinone (Complex I)
fig|31899.10.peg.1564	K14087	C	"Respiratory-chain NADH dehydrogenase, subunit 1"
fig|31899.10.peg.1565	"K00331,K14088"	C	"NADH ubiquinone oxidoreductase, 20 kda subunit"
fig|31899.10.peg.1566	K14089	C	"NADH dehydrogenase (Ubiquinone), 30 kDa subunit"
fig|31899.10.peg.1567	"K00333,K14090"	C	NADH-ubiquinone oxidoreductase chain 49kDa
fig|31899.10.peg.1568	"K00338,K14091"	C	"4Fe-4S Ferredoxin, iron-sulfur binding domain protein"
fig|31899.10.peg.1569	K04651	O	Probably plays a role in a hydrogenase nickel cofactor insertion step (By similarity)
fig|31899.10.peg.1570	K04652	"K, O"	Hydrogenase accessory protein HypB
fig|31899.10.peg.1571	K04656	O	hydrogenase maturation protein Hypf
fig|31899.10.peg.1572	K04653	O	Hydrogenase assembly chaperone hypC hupF
fig|31899.10.peg.1573	K04654	O	hydrogenase expression formation protein HypD
fig|31899.10.peg.1574	K04655	O	hydrogenase expression formation protein (HypE)
fig|31899.10.peg.1575		S	atp gtp-binding protein
fig|31899.10.peg.1576	K00176	C	"oxidoreductase, ferredoxin subunit"
fig|31899.10.peg.1577	"K00174,K00186"	C	Ferredoxin
fig|31899.10.peg.1578	"K00175,K00187"	C	Thiamine pyrophosphate protein domain protein TPP-binding
fig|31899.10.peg.1579	K00177	C	ketoisovalerate oxidoreductase
fig|31899.10.peg.1580	K18346	V	VanW family
fig|31899.10.peg.1581	K09766	T	Uncharacterized protein conserved in bacteria (DUF2225)
fig|31899.10.peg.1582		S	NA
fig|31899.10.peg.1583		K	Transcriptional regulator
fig|31899.10.peg.1584	K01209	G	Alpha-N-arabinofuranosidase (EC 3.2.1.55)
fig|31899.10.peg.1585	K07406	G	glycoside hydrolase family 4
fig|31899.10.peg.1586		S	gCN5-related N-acetyltransferase
fig|31899.10.peg.1588		V	Lanthionine synthetase C family protein
fig|31899.10.peg.1589		S	Nadph-dependent fmn reductase
fig|31899.10.peg.1590	K01990	V	ABC transporter
fig|31899.10.peg.1591		S	NA
fig|31899.10.peg.1592	K01992	S	NA
fig|31899.10.peg.1593	K06148	V	Peptidase C39 family
fig|31899.10.peg.1594		S	gCN5-related N-acetyltransferase
fig|31899.10.peg.1595	K01159	L	Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group (By similarity)
fig|31899.10.peg.1596	K03550	L	"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB (By similarity)"
fig|31899.10.peg.1597	K03551	L	"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing (By similarity)"
fig|31899.10.peg.1598	K09765	H	DNA integration recombination invertion protein
fig|31899.10.peg.1599	K02888	J	This protein binds to 23S rRNA in the presence of protein L20 (By similarity)
fig|31899.10.peg.1600	K07584	S	Protein of unknown function (DUF464)
fig|31899.10.peg.1601	K02899	J	50S ribosomal protein l27
fig|31899.10.peg.1602	K03979	C	"An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control"
