rxn_id	in_Cbes_model_through_keggPsammoate	Cbes_gene_kegg	in_Cnes_model_through_CcePsammotate	Cbes_genes_cce	Cce_rxn	in_Cbes_model_through_CthPssammotate	Cbes_genes_cth	Cth_rxn	in_Cbes_model_through_TsacPsammotate	Cbes_genes_tsac	Tsac_rxn	Gene_string	Count	None
CELBabc	False	None	True	(peg.2831 or peg.486 or peg.490) or peg.1053 or (peg.1128 or peg.1216 or peg.135 or peg.1366 or peg.1423 or peg.1441 or peg.156 or peg.1590 or peg.1668 or peg.174 or peg.1875 or peg.1876 or peg.1976 or peg.2009 or peg.2076 or peg.2086 or peg.2215 or peg.2459 or peg.2747 or peg.2813 or peg.2869 or peg.2923 or peg.2927 or peg.2945 or peg.419 or peg.433 or peg.496 or peg.498 or peg.502 or peg.676)	CELBabc	False	None	None	False	None	None	peg.2945 or peg.1053 or peg.2869 or peg.1441 or peg.1423 or peg.490 or peg.498 or peg.1668 or peg.2215 or peg.2459 or peg.2076 or peg.2747 or peg.496 or peg.1216 or peg.419 or peg.1590 or peg.2831 or peg.433 or peg.2813 or peg.1366 or peg.2009 or peg.1128 or peg.676 or peg.2923 or peg.156 or peg.2086 or peg.174 or peg.1976 or peg.486 or peg.1875 or peg.1876 or peg.2927 or peg.502 or peg.135	peg.676:1.0 , peg.502:1.0 , peg.498:1.0 , peg.496:1.0 , peg.490:1.0 , peg.486:1.0 , peg.433:1.0 , peg.419:1.0 , peg.2945:1.0 , peg.2927:1.0 , peg.2923:1.0 , peg.2869:1.0 , peg.2831:1.0 , peg.2813:1.0 , peg.2747:1.0 , peg.2459:1.0 , peg.2215:1.0 , peg.2086:1.0 , peg.2076:1.0 , peg.2009:1.0 , peg.1976:1.0 , peg.1876:1.0 , peg.1875:1.0 , peg.174:1.0 , peg.1668:1.0 , peg.1590:1.0 , peg.156:1.0 , peg.1441:1.0 , peg.1423:1.0 , peg.1366:1.0 , peg.135:1.0 , peg.1216:1.0 , peg.1128:1.0 , peg.1053:1.0	None
R11308	True	peg.2380 or peg.2376 or peg.633 or peg.1027	False	None	None	False	None	None	False	None	None	peg.633 or peg.1027 or peg.2380 or peg.2376	peg.633:1.0 , peg.2380:1.0 , peg.2376:1.0 , peg.1027:1.0	Starch and sucrose metabolism,Metabolic pathways
R00986	True	peg.2205 or peg.2204	True	(peg.2205 or peg.2779) and (peg.2204 or peg.2780)	ANS1	True	(peg.2204 or peg.2780) and (peg.2205 or peg.2779)	ANS	True	(peg.2205 or peg.2779)	ANS	peg.2779 or peg.2780 or peg.2204 or peg.2205	peg.2205:1.0 , peg.2779:0.75 , peg.2204:0.75 , peg.2780:0.5	Phenylalanine, tyrosine and tryptophan biosynthesis,Phenazine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R04979	False	-	False	None	None	False	None	None	False	None	None	None	None	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R01072	True	peg.1940	True	peg.1940	GLUPRT	True	peg.1940	GLUPRT	True	peg.1940	GLUPRT	peg.1940	peg.1940:1.0	Purine metabolism,Alanine, aspartate and glutamate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R01073	True	peg.2203	True	peg.2203	ANPRT	True	peg.2203	ANPRT	True	peg.2203	ANPRT	peg.2203	peg.2203:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R02783	True	peg.1235	True	peg.1235	UAMAGS	True	peg.1235	UAMAGS	True	peg.1235	UAMAGS	peg.1235	peg.1235:1.0	D-Glutamine and D-glutamate metabolism,Peptidoglycan biosynthesis,Metabolic pathways
R01071	True	peg.1972 or peg.1973	True	peg.1972	ATPPRTr	True	peg.1972 and (peg.1025 or peg.1973)	ATPPRT	False	None	None	peg.1025 or peg.1973 or peg.1972	peg.1972:1.0 , peg.1973:0.67 , peg.1025:0.33	Histidine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R01074	True	peg.607	True	peg.607	BACCL	True	peg.607	BACCL	True	peg.607	BACCL	peg.607	peg.607:1.0	Biotin metabolism,Metabolic pathways
R08549	True	peg.1157	False	None	None	False	None	None	False	None	None	peg.1157	peg.1157:1.0	Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Carbon metabolism
R02788	False	-	True	peg.1232	UAAGDS	False	None	None	True	peg.1232	UAAGDS	peg.1232	peg.1232:1.0	Lysine biosynthesis,Peptidoglycan biosynthesis
R01078	True	peg.76 or peg.203	False	None	None	False	None	None	True	peg.203	BTS4	peg.203 or peg.76	peg.203:1.0 , peg.76:0.5	Biotin metabolism,Metabolic pathways
R10613	True	peg.2777	False	None	None	False	None	None	False	None	None	peg.2777	peg.2777:1.0	None
R04273	True	peg.1080	False	None	None	False	None	None	False	None	None	peg.1080	peg.1080:1.0	None
R06177	True	peg.204	False	None	None	False	None	None	False	None	None	peg.204	peg.204:1.0	None
FACOAL140_ISO_	False	None	False	None	None	False	-	FACOAL140_ISO_	True	peg.1248	FACOAL140_ISO_	peg.1248	peg.1248:1.0	None
R00667	False	None	True	(peg.1687 or peg.2349 or peg.77)	ORNTA	False	None	None	False	None	None	peg.1687 or peg.77 or peg.2349	peg.77:1.0 , peg.2349:1.0 , peg.1687:1.0	Arginine and proline metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R03801	False	None	False	None	None	True	peg.878 or peg.2930	bglu4_ext,bglu4	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	None
R06173	True	peg.1237	False	None	None	False	None	None	False	None	None	peg.1237	peg.1237:1.0	None
R00439	True	peg.1538	False	None	None	False	None	None	False	None	None	peg.1538	peg.1538:1.0	Purine metabolism
R06171	False	None	False	-	THRA2	False	None	None	False	None	None	None	None	Glycine, serine and threonine metabolism,Metabolic pathways
R06077	True	peg.2930 or peg.878	False	None	None	False	None	None	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	None
R00315	True	peg.1986	True	peg.1986	ACKr	True	peg.1986	ACKr	True	peg.1986	ACKr	peg.1986	peg.1986:1.0	Taurine and hypotaurine metabolism,Pyruvate metabolism,Methane metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
PYRt2	False	None	False	None	PYRt2	False	None	None	False	None	None	None	None	None
R07807	False	- or -	False	None	None	False	None	None	False	None	None	None	None	Glycosaminoglycan degradation,Metabolic pathways
bglu1	False	None	False	None	None	True	peg.878 or peg.2930	bglu1	False	None	None	peg.2930 or peg.878	peg.878:1.0 , peg.2930:1.0	None
EXCH_biomass_c	False	None	False	None	None	False	None	None	False	None	EXCH_biomass_c	None	None	None
R01373	True	peg.1341	True	peg.1341	PPNDH	True	peg.1341	PPNDH	True	peg.1341	PPNDH	peg.1341	peg.1341:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R06070	True	peg.888 or peg.1585	False	None	None	False	None	None	False	None	None	peg.1585 or peg.888	peg.888:1.0 , peg.1585:1.0	None
R04378	True	peg.2471	False	None	None	False	None	None	False	None	None	peg.2471	peg.2471:1.0	Purine metabolism
BTS3r	False	None	False	None	None	True	peg.76 or peg.203	BTS3r	False	None	None	peg.203 or peg.76	peg.76:1.0 , peg.203:1.0	None
BTS	False	None	True	peg.203	BTS	False	None	None	False	None	None	peg.203	peg.203:1.0	None
ASNt2r	False	None	False	None	None	False	None	ASNt2r	False	None	None	None	None	None
R11319	True	peg.2234	False	None	None	False	None	None	False	None	None	peg.2234	peg.2234:1.0	Thiamine metabolism,Metabolic pathways
R08127	False	-	False	None	None	False	None	None	False	None	None	None	None	Flavone and flavonol biosynthesis
R04377	True	peg.2306	False	None	None	False	None	None	False	None	None	peg.2306	peg.2306:1.0	Glycerolipid metabolism,Metabolic pathways
R10807	True	peg.2306	False	None	None	False	None	None	False	None	None	peg.2306	peg.2306:1.0	None
R10806	True	peg.1551	False	None	None	False	None	None	False	None	None	peg.1551	peg.1551:1.0	None
R01771	True	peg.2479	False	None	HSK	False	None	HSK	True	(peg.1593 or peg.168 or peg.169 or peg.2020 or peg.2021 or peg.2080 or peg.427 or peg.428 or peg.599 or peg.600 or peg.738 or peg.886)	HSK	peg.2080 or peg.427 or peg.168 or peg.169 or peg.886 or peg.738 or peg.2479 or peg.600 or peg.599 or peg.428 or peg.1593 or peg.2020 or peg.2021	peg.886:0.5 , peg.738:0.5 , peg.600:0.5 , peg.599:0.5 , peg.428:0.5 , peg.427:0.5 , peg.2479:0.5 , peg.2080:0.5 , peg.2021:0.5 , peg.2020:0.5 , peg.169:0.5 , peg.168:0.5 , peg.1593:0.5	Glycine, serine and threonine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of amino acids
R09959	True	peg.860	False	None	None	False	None	None	False	None	None	peg.860	peg.860:1.0	Folate biosynthesis,Metabolic pathways
NAPRT	False	None	False	None	None	False	-	NAPRT	False	-	NAPRT	None	None	None
R03165	True	peg.1685	False	None	None	True	peg.1685	UPP3S	True	peg.1685	UPP3S	peg.1685	peg.1685:1.0	Porphyrin and chlorophyll metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments
R01775	True	peg.2478	True	peg.2478	HSDy	False	None	None	True	peg.2478	HSDy	peg.2478	peg.2478:1.0	Glycine, serine and threonine metabolism,Cysteine and methionine metabolism,Lysine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Biosynthesis of amino acids
R03163	True	peg.2619	False	None	None	False	None	None	False	None	None	peg.2619	peg.2619:1.0	Fructose and mannose metabolism,Microbial metabolism in diverse environments
R01777	False	None	False	-	HSSTr	False	-	HSST	False	-	HSST	None	None	Cysteine and methionine metabolism,Sulfur metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of amino acids
R04965 	False	None	True	peg.2593	3HAD120	False	None	None	False	None	None	peg.2593	peg.2593:1.0	None
R03789	True	peg.797	False	None	None	False	None	None	False	None	None	peg.797	peg.797:1.0	None
ORNabc	False	None	True	(peg.1321 or peg.2196 or peg.2197)	ORNabc	False	None	None	False	None	None	peg.2196 or peg.2197 or peg.1321	peg.2197:1.0 , peg.2196:1.0 , peg.1321:1.0	None
R00214	True	peg.1543	True	peg.1543	ME1	True	peg.1543 or (peg.1804 and peg.1806 and peg.1807)	ME1	True	peg.1543	ME1	peg.1543 or peg.1804 or peg.1807 or peg.1806	peg.1543:1.0 , peg.1807:0.25 , peg.1806:0.25 , peg.1804:0.25	Pyruvate metabolism,Carbon fixation in photosynthetic organisms,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism
R05850	True	peg.2791	True	(peg.127 or peg.2791)	RBP4E	False	None	None	False	None	None	peg.127 or peg.2791	peg.2791:1.0 , peg.127:0.5	Pentose and glucuronate interconversions,Ascorbate and aldarate metabolism,Metabolic pathways,Microbial metabolism in diverse environments
R09497	False	None	False	None	None	False	None	None	True	(peg.1928 or peg.2018 or peg.2934 or peg.964)	NO3R1	peg.2018 or peg.2934 or peg.964 or peg.1928	peg.964:1.0 , peg.2934:1.0 , peg.2018:1.0 , peg.1928:1.0	Nitrogen metabolism,Microbial metabolism in diverse environments
CYSt2r	False	None	False	None	None	False	None	CYSt2r	False	None	None	None	None	None
R01786	True	peg.984	False	None	None	False	None	None	False	None	None	peg.984	peg.984:1.0	Glycolysis / Gluconeogenesis,Galactose metabolism,Amino sugar and nucleotide sugar metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism
R10223	True	peg.2977	False	None	None	False	None	None	False	None	None	peg.2977	peg.2977:1.0	None
R06870	False	None	False	None	38	False	None	None	False	None	None	None	None	Glycerophospholipid metabolism
R08244	True	peg.1924	False	None	None	False	None	None	False	None	None	peg.1924	peg.1924:1.0	Drug metabolism - other enzymes
CYTK6	False	None	False	None	None	False	None	None	True	peg.1813	CYTK6	peg.1813	peg.1813:1.0	None
R02022	False	None	True	peg.979	RNTR3	True	peg.979	RNTR3	True	peg.979	RNTR3	peg.979	peg.979:1.0	Pyrimidine metabolism,Metabolic pathways
R02734	True	peg.851	False	None	None	False	None	None	True	peg.851	SDPDS	peg.851	peg.851:1.0	Lysine biosynthesis,Metabolic pathways,Microbial metabolism in diverse environments,Biosynthesis of amino acids
R01518	True	peg.1810 or peg.1872 or peg.1898	True	(peg.1810 or peg.1872) or - or peg.1898	PGM	True	peg.1898 or - or (peg.1810 or peg.1872) or (peg.1810 or peg.1872) or - or -	PGM	True	peg.1898	PGM	peg.1898 or peg.1872 or peg.1810	peg.1898:1.0 , peg.1872:0.75 , peg.1810:0.75	Glycolysis / Gluconeogenesis,Glycine, serine and threonine metabolism,Methane metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R08245	True	peg.1082	False	None	None	False	None	None	False	None	None	peg.1082	peg.1082:1.0	Drug metabolism - other enzymes
SERt2r	False	None	False	None	None	False	None	SERt2r	False	None	None	None	None	None
R00549	True	peg.1536	True	peg.1536	RBFK	True	peg.1536	RBFK	True	peg.1536	RBFK	peg.1536	peg.1536:1.0	Riboflavin metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R01513	True	peg.2680 or peg.2522	True	(peg.2522 or peg.2680 or peg.2970)	PGCDr	True	(peg.2522 or peg.2970)	PGCD	True	(peg.2522 or peg.2680 or peg.2970)	PGCD	peg.2970 or peg.2522 or peg.2680	peg.2522:1.0 , peg.2970:0.75 , peg.2680:0.75	Glycine, serine and threonine metabolism,Methane metabolism,Metabolic pathways,Microbial metabolism in diverse environments,Biosynthesis of antibiotics,Carbon metabolism,Biosynthesis of amino acids
R04209	False	None	True	peg.1663	AIRCr	True	peg.1663	AIRCr	True	peg.1663	AIRCr	peg.1663	peg.1663:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R00985	True	peg.2205 or peg.2204	False	None	None	False	None	None	False	None	None	peg.2204 or peg.2205	peg.2205:1.0 , peg.2204:1.0	Phenylalanine, tyrosine and tryptophan biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Biosynthesis of amino acids
R01514	False	None	True	peg.2617	GLYCK	True	peg.2617	GLYCK	True	peg.2617	GLYCK	peg.2617	peg.2617:1.0	Glycine, serine and threonine metabolism,Glycerolipid metabolism,Glyoxylate and dicarboxylate metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,Carbon metabolism
R05070	True	peg.1110	True	peg.1110 or peg.1110	DHAD2	True	peg.1110	DHAD2	True	peg.1110	DHAD2	peg.1110	peg.1110:1.0	Valine, leucine and isoleucine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R01101	True	peg.888 or peg.1585	True	peg.1585 or peg.1585 or -	GALS3	False	None	None	False	None	None	peg.1585 or peg.888	peg.1585:1.0 , peg.888:0.5	Galactose metabolism
R04206	True	peg.1897	False	None	None	False	None	None	False	None	None	peg.1897	peg.1897:1.0	None
R00382	True	peg.2126	False	None	None	False	None	None	False	None	None	peg.2126	peg.2126:1.0	None
R10121	True	peg.2593	False	None	None	False	None	None	False	None	None	peg.2593	peg.2593:1.0	Biotin metabolism,Metabolic pathways
R02088	False	None	False	-	NTD6	False	None	NTD6	False	None	None	None	None	Purine metabolism,Metabolic pathways
R00260	True	peg.2584	True	peg.2584	GLUR	True	peg.2584	GLUR	True	peg.2584	GLUR	peg.2584	peg.2584:1.0	D-Glutamine and D-glutamate metabolism,Metabolic pathways
R00261	False	None	False	-	GLUDC	False	None	None	False	None	None	None	None	Alanine, aspartate and glutamate metabolism,Butanoate metabolism,Metabolic pathways,Microbial metabolism in diverse environments
cellhp	False	None	False	None	None	True	peg.880	cellhp	False	None	None	peg.880	peg.880:1.0	None
R00265	False	None	False	None	None	False	(peg.1337 or peg.1489 or peg.1579 or peg.1998) and peg.1578 and peg.1577 and -	OORr	False	None	None	peg.1337 or peg.1998 or peg.1577 or peg.1579 or peg.1578 or peg.1489	peg.1998:1.0 , peg.1579:1.0 , peg.1578:1.0 , peg.1577:1.0 , peg.1489:1.0 , peg.1337:1.0	None
R04208	True	peg.1939	True	peg.1939	PRAIS	True	peg.1939	PRAIS	False	None	None	peg.1939	peg.1939:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R00267	False	None	False	-	ICDHy	False	-	ICDHyr	False	-	ICDHyr	None	None	Glutathione metabolism,Carbon fixation pathways in prokaryotes,Metabolic pathways,Microbial metabolism in diverse environments,Carbon metabolism,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R02240	True	peg.1762	True	peg.1762	DAGK141,DAGK140,DAGK181,DAGK180,DAGK120,DAGK161,DAGK160	False	None	DAGK_CT	False	None	None	peg.1762	peg.1762:1.0	Glycerolipid metabolism,Glycerophospholipid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R02241	True	peg.1814	False	None	None	False	None	None	False	None	None	peg.1814	peg.1814:1.0	Glycerolipid metabolism,Glycerophospholipid metabolism,Metabolic pathways,Biosynthesis of secondary metabolites
R00858	False	None	False	None	SULR	True	(peg.1071 or peg.1238 or peg.605)	rxn05029	False	None	None	peg.1071 or peg.1238 or peg.605	peg.605:1.0 , peg.1238:1.0 , peg.1071:1.0	Sulfur metabolism,Metabolic pathways,Microbial metabolism in diverse environments
GBEZ	False	None	False	None	None	True	peg.990	GBEZ	True	peg.126	GBEZ	peg.126 or peg.990	peg.990:0.5 , peg.126:0.5	None
R08159	False	None	False	-	FA140ACPHi	False	None	None	False	None	None	None	None	Fatty acid biosynthesis,Metabolic pathways
NMNTP	False	None	False	None	None	False	None	NMNTP	False	None	None	None	None	None
R02165	False	None	False	None	None	False	None	NO3R1	False	None	None	None	None	None
R00856	False	None	False	None	G3PCT	False	None	G3PCT	False	None	G3PCT	None	None	Glycerophospholipid metabolism
R05071	True	peg.935	False	None	None	False	None	None	False	None	None	peg.935	peg.935:1.0	Valine, leucine and isoleucine biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics,2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R00183	False	None	False	-	NTD7	False	None	NTD7	False	None	None	None	None	Purine metabolism,Metabolic pathways
R00185	False	None	False	-	ADNK1	False	None	None	False	None	None	None	None	Purine metabolism,Metabolic pathways
PNTOt2	False	None	False	None	PNTOt2	False	None	PNTOt2	False	None	None	None	None	None
R04617	True	peg.1233	True	peg.1233	UGMDDS	False	None	None	True	peg.1233	UGMDDS	peg.1233	peg.1233:1.0	Lysine biosynthesis,Peptidoglycan biosynthesis
R00189	True	peg.621	False	None	None	True	peg.621	NADS1	True	peg.621	NADS1	peg.621	peg.621:1.0	Nicotinate and nicotinamide metabolism,Metabolic pathways
R00188	True	peg.1782 or peg.2439 or peg.1534	False	None	None	False	None	rxn12663	False	None	None	peg.2439 or peg.1782 or peg.1534	peg.2439:1.0 , peg.1782:1.0 , peg.1534:1.0	None
R10052	True	peg.2650	False	None	None	False	None	None	False	None	None	peg.2650	peg.2650:1.0	2-Oxocarboxylic acid metabolism,Biosynthesis of amino acids
R00756	True	peg.1752 or peg.2336	True	peg.2336 or peg.1752	PFK	False	None	None	True	peg.1752	PFK	peg.2336 or peg.1752	peg.1752:1.0 , peg.2336:0.67	Methane metabolism,Microbial metabolism in diverse environments,Carbon metabolism
R01122	True	peg.1991	False	None	None	False	None	None	False	None	None	peg.1991	peg.1991:1.0	Zeatin biosynthesis,Metabolic pathways,Biosynthesis of secondary metabolites
R10651	True	peg.1769	False	None	None	False	None	None	False	None	None	peg.1769	peg.1769:1.0	None
R04573	True	peg.1233	False	None	None	False	None	None	False	None	None	peg.1233	peg.1233:1.0	Peptidoglycan biosynthesis,Metabolic pathways
R01206	False	None	False	None	None	False	- and - and -	CHTNASE	False	-	CHTNASE	None	None	Amino sugar and nucleotide sugar metabolism
R01201	False	None	False	None	None	False	None	ACGAMK	False	None	None	None	None	Amino sugar and nucleotide sugar metabolism,Metabolic pathways
R10120	True	peg.1639	False	None	None	False	None	None	False	None	None	peg.1639	peg.1639:1.0	Biotin metabolism,Metabolic pathways
R03704	True	peg.2736	False	None	None	False	None	None	False	None	None	peg.2736	peg.2736:1.0	None
ZN2t4	False	None	True	peg.2195	ZN2t4	False	None	None	False	None	None	peg.2195	peg.2195:1.0	None
R04559	True	peg.1611	True	peg.1611	ADSL2r	True	peg.1611	ADSL2r	True	peg.1611	ADSL2r	peg.1611	peg.1611:1.0	Purine metabolism,Metabolic pathways,Biosynthesis of secondary metabolites,Biosynthesis of antibiotics
R03062	True	peg.547	False	None	None	False	None	None	False	None	None	peg.547	peg.547:1.0	Penicillin and cephalosporin biosynthesis,Biosynthesis of antibiotics
R06917	True	peg.2808	False	None	None	False	None	None	False	None	None	peg.2808	peg.2808:1.0	Naphthalene degradation,Microbial metabolism in diverse environments,Degradation of aromatic compounds
R03067	True	peg.608	True	peg.608	DHPS3	True	peg.608	FOLD3	True	peg.608	FOLD3	peg.608	peg.608:1.0	Folate biosynthesis,Metabolic pathways
R03066	True	peg.608	True	peg.608	DHPS	True	peg.608	DHPS	True	peg.608	DHPS	peg.608	peg.608:1.0	Folate biosynthesis,Metabolic pathways
R05680	True	peg.1261	False	None	None	False	None	None	False	None	None	peg.1261	peg.1261:1.0	Glycerophospholipid metabolism
R01195	True	peg.1086	False	None	FNOR3	False	None	None	False	None	None	peg.1086	peg.1086:1.0	None
R01194	True	peg.888 or peg.1585	True	peg.1585 or peg.1585 or -	GALIGH	False	None	None	False	None	None	peg.1585 or peg.888	peg.1585:1.0 , peg.888:0.5	Galactose metabolism
